RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B4-012574,2014/02/13 00:00:00+00,1520,"O,50 to 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1153
B4-013207,2014/02/15 00:00:00+00,1831,"N 70,E ELDORA to MARCIA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1154
B4-011522,2014/02/10 00:00:00+00,9999,"BURLINGTON,N 65 to N 66",NON-INJ H&R,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,1155
B4-010249,2014/02/05 00:00:00+00,1335,OLD CHENEY at VILLAGE BLVD,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1156
B4-010552,2014/02/06 00:00:00+00,1335,"S 46,COOPER to STOCKWELL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1157
B4-010918,2014/02/07 00:00:00+00,1624,"S ANTELOPE VALL,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1158
B4-012578,2014/02/13 00:00:00+00,1530,"YANKEE HILL,HOLLYNN LN to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1159
B4-011557,2014/02/10 00:00:00+00,745,"S 40,FRAN to GERTIE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1160
B4-012112,2014/02/12 00:00:00+00,740,"S 84,KARL RIDGE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1161
B4-013245,2014/02/15 00:00:00+00,2105,"P,N 8 to N 9",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1162
B4-012590,2014/02/07 00:00:00+00,0,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,1163
B4-010554,2014/02/06 00:00:00+00,1354,"NEBR HWY,S 27 to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1164
B4-010921,2014/02/07 00:00:00+00,1630,"S 84,CHESTNUT to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1165
B4-010263,2014/02/05 00:00:00+00,1452,"N ANTELOPE VALL,P to Q",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1166
B4-013330,2014/02/16 00:00:00+00,159,"S 9,M to N",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1167
B4-012113,2014/02/12 00:00:00+00,747,"S 13,DAKOTA to PAWNEE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1168
B4-011559,2014/02/10 00:00:00+00,754,"S 27,HIGH to WOODSDALE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1169
B4-013386,2014/02/16 00:00:00+00,9999,"N 58,BALLARD to HAVELOCK",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1170
B4-010579,2014/02/06 00:00:00+00,1500,"S 27,CINDY to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1171
B4-010922,2014/02/07 00:00:00+00,1630,"N 75,EAGLE to WILLOW",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1172
B4-010267,2014/02/05 00:00:00+00,1450,6520 COLFAX at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,1173
B4-011561,2014/02/10 00:00:00+00,805,"N 14,ATLAS to BENTON",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1174
B4-012114,2014/02/12 00:00:00+00,748,S 56 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1175
B4-010923,2014/02/07 00:00:00+00,1625,"N 9,R to S",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1176
B4-010592,2014/02/06 00:00:00+00,1530,"W DAWES,N CHESTER to NW 7",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,YES,1177
B4-010269,2014/02/05 00:00:00+00,1513,"W CUMING,NW 38 to NW 39",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1178
B4-011562,2014/02/10 00:00:00+00,805,"S 8,PIONEERS to DEAD END",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1179
B4-010596,2014/02/06 00:00:00+00,1600,"TOUZALIN,BALLARD to HAVELOCK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1180
B4-010934,2014/02/07 00:00:00+00,9999,1824 M at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1181
B4-012116,2014/02/12 00:00:00+00,749,"S 10,F to G",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1182
B4-010273,2014/02/05 00:00:00+00,1521,"S 35,OHANLON DR to MCGEE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1183
B4-012124,2014/02/12 00:00:00+00,810,"JACOBS CREEK DR,TAMARIN RIDGE RD to EMILY LN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1184
B4-011574,2014/02/10 00:00:00+00,856,SUMNER at E MANOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1185
B4-010605,2014/02/06 00:00:00+00,1705,"BALDWIN,N 58 to N 59",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1186
B4-010935,2014/02/07 00:00:00+00,9999,"O,17 to 18",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1187
B4-010940,2014/02/07 00:00:00+00,1720,"W O,W ROUNDHOUSE to SUN VALLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1188
B4-010606,2014/02/06 00:00:00+00,1610,"S 56,ROOSE to VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1189
B4-010277,2014/02/05 00:00:00+00,1533,"CAPITOL PKWY,J to S 21",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1190
B4-010609,2014/02/06 00:00:00+00,1623,"W VAN DORN,PARK BLVD to HOMESTEAD EXP",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1191
B4-011585,2014/02/10 00:00:00+00,925,"S 29,J to L",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1192
B4-010941,2014/02/08 00:00:00+00,1720,"S 9,CALVERT to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1193
B4-011598,2014/02/10 00:00:00+00,9999,"N 23,ORCHARD to Y",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1194
B4-010612,2014/02/06 00:00:00+00,1635,"S 14,PLUM to SOUTH",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1195
B4-011624,2014/02/10 00:00:00+00,1134,"N 66,O to Q",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1196
B4-010617,2014/02/06 00:00:00+00,1647,"NEBR HWY,S 20 to SOUTHWOOD DR",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,1197
B4-011630,2014/02/10 00:00:00+00,1155,"W BENTON,MICHAEL CR to NW 52",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1198
B4-010619,2014/02/06 00:00:00+00,1702,"S 56,GLADE to NORMAL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1199
B4-010625,2014/02/06 00:00:00+00,1710,"N 27,T to VINE",NON-INJ,RAN OFF ROAD,3,0,NO,NO,NO,NO,NO,NO,NO,1200
B4-017697,2014/03/03 00:00:00+00,1142,S 16 at N,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1201
B4-017706,2014/03/03 00:00:00+00,1210,REGENT at N 83,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,1202
B4-017725,2014/03/03 00:00:00+00,1300,2504 O at BURGER KING,INJURY H&R,,2,1,NO,NO,NO,NO,NO,NO,NO,1203
B4-017728,2014/03/03 00:00:00+00,1309,"S 48,ANTELOPE CREEK to NORMAL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1204
B4-017752,2014/03/03 00:00:00+00,1420,N 1 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1205
B4-017767,2014/03/03 00:00:00+00,1530,"N 9,Q to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1206
B4-019308,2014/03/08 00:00:00+00,1745,850 Q at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1207
B4-017785,2014/03/03 00:00:00+00,1530,"1440 M, to",INJURY,,2,2,NO,NO,NO,NO,NO,NO,NO,1208
B4-019342,2014/03/08 00:00:00+00,2135,399 SUN VALLEY at PARKING LOT,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,1209
B4-017794,2014/02/28 00:00:00+00,9999,6040 MERIDIAN at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1210
B4-019355,2014/03/08 00:00:00+00,9999,"UNION HILL RD,SADDLE VIEW LN to S 56",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1211
B4-017798,2014/03/03 00:00:00+00,9999,"N 51,DUDLEY to ORCHARD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1212
B4-019411,2014/03/09 00:00:00+00,320,"N 1,CORNHUSKER to SAUNDERS",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1213
B4-017809,2014/03/03 00:00:00+00,1735,"S 13,HILL ST to VAN DORN",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,1214
B4-019416,2014/03/09 00:00:00+00,334,N 9 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1215
B4-017829,2014/03/03 00:00:00+00,9999,"5551 S 48,GARAGE BAR to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1216
B4-017904,2014/03/02 00:00:00+00,9999,"CLEVELAND,N 51 to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1217
B4-019461,2014/03/09 00:00:00+00,835,"N 11,BELMONT to CORNHUSKER",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1218
B4-017914,2014/03/04 00:00:00+00,726,N 70 at N COTNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1219
B4-019463,2014/03/09 00:00:00+00,845,N 26 at ENTERPRISE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1220
B4-017916,2014/03/04 00:00:00+00,733,"ADAMS,N 72 to N 73",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1221
B4-019475,1970/01/01 00:00:00+00,9999,"WALKER,N 48 to N 49",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1222
B4-019484,2014/03/09 00:00:00+00,1119,"N 70,LEIGHTON to WALKER",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,1223
B4-017918,2014/03/04 00:00:00+00,730,44 at O,INJURY,RIGHT ANGLE,4,1,NO,NO,NO,NO,NO,YES,NO,1224
B4-019485,2014/03/09 00:00:00+00,9999,"BLANCA DR,BELFORD ST to GRAYS PEAK DR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1225
B4-017919,2014/03/04 00:00:00+00,735,"NEBR HWY,S 14 to BROWER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1226
B4-019506,2014/03/09 00:00:00+00,1305,N 33 at Y,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,YES,NO,NO,NO,NO,1227
B4-017950,2014/03/04 00:00:00+00,1025,O at COTNER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1228
B4-017973,2014/03/04 00:00:00+00,1140,"P,CENTENNIAL MALL to N 14",INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,1229
B4-019519,2014/03/09 00:00:00+00,1356,S 25 at B,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1230
B4-016728,2014/02/27 00:00:00+00,1930,"S 14,NEBR HWY to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1231
B4-017975,2014/03/04 00:00:00+00,1157,"P,N 8 to N 9",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1232
B4-019537,2014/03/09 00:00:00+00,1503,YOLANDE at CORNHUSKER,INJURY,SIDE SWIPE,3,2,NO,NO,NO,NO,NO,YES,NO,1233
B4-019538,2014/03/09 00:00:00+00,1500,"S 17,PROSPECT to PROSPECT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1234
B4-017980,2014/03/04 00:00:00+00,1155,PINE LAKE at S 20,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1235
B4-016746,2014/02/27 00:00:00+00,2037,"PINE LAKE,S 14 to S 16",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1236
B4-015574,2014/02/23 00:00:00+00,9999,"ALLENDALE DR,ALLENDALE CT to S 36",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1237
B4-019544,2014/03/09 00:00:00+00,330,"S 30,F to RANDOLPH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1238
B4-017994,2014/03/04 00:00:00+00,700,"SUMNER,S 25 to S 26",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1239
B4-016758,2014/02/27 00:00:00+00,2117,N 66 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1240
B4-015576,2014/02/23 00:00:00+00,2017,"O,26 to 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1241
B4-018007,2014/03/04 00:00:00+00,1302,"N 70,FREMONT to N COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1242
B4-014087,2014/02/18 00:00:00+00,1945,N 22 at VINE,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,1243
B4-019547,2014/03/09 00:00:00+00,1529,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1244
B4-014771,2014/02/21 00:00:00+00,630,"HARRISON,S 12 to S 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1245
B4-018030,2014/03/04 00:00:00+00,9999,VINE at N COTNER,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1246
B4-018382,2014/03/05 00:00:00+00,1910,"S 27,CABLE to SOUTH",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1247
B4-019560,2014/03/09 00:00:00+00,1635,N 27 at KING LN,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1248
B4-014093,2014/02/18 00:00:00+00,1957,"O,COTNER to LYNCREST",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1249
B4-018039,2014/03/04 00:00:00+00,1525,"CAPITOL PKWY,A to D",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1250
B4-014772,2014/02/21 00:00:00+00,738,S 84 at VAN DORN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1251
B4-019582,2014/03/09 00:00:00+00,1835,S 27 at VAN DORN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1252
B4-018050,2014/03/04 00:00:00+00,1605,N 48 at ST PAUL,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,NO,YES,1253
B4-014106,2014/02/18 00:00:00+00,1935,N 51 at HOLDREGE,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1254
B4-018389,2014/03/05 00:00:00+00,1945,"OLD CHENEY,BRIAR ROSA to S 31",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,1255
B4-015585,2014/02/23 00:00:00+00,2121,N 55 at ORCHARD,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1256
B4-016855,2014/02/27 00:00:00+00,9999,"O,12 to 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1257
B4-016087,2014/02/25 00:00:00+00,1504,"SOUTH,S 17 to S 18",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1258
B4-014176,2014/02/19 00:00:00+00,753,N 61 at PLATTE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1259
B4-019607,2014/03/09 00:00:00+00,1954,"SW 36,W A to W GARFIELD",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1260
B4-018057,2014/03/04 00:00:00+00,1600,"STANTON,N 70 to N 71",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1261
B4-014777,2014/02/21 00:00:00+00,750,"S 56,MYRTLE to NORMAL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1262
B4-016088,2014/02/25 00:00:00+00,1520,"R,N 7 to N 8",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1263
B4-016891,2014/02/28 00:00:00+00,1119,S 16 at SOUTH,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1264
B4-018421,2014/03/05 00:00:00+00,1730,S FOLSOM at W A,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1265
B4-015644,2014/02/24 00:00:00+00,347,"N 48,AYLESWORTH to MARTIN",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1266
B4-014178,2014/02/19 00:00:00+00,756,N 28 at T,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1267
B4-019674,2014/03/09 00:00:00+00,2354,HOMESTEAD at ROSA PARKS WAY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,1268
B4-018060,2014/03/04 00:00:00+00,1635,"O,50 to 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1269
B4-014778,2014/02/21 00:00:00+00,801,"S 14,NEBR HWY to PIONEERS",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,1270
B4-016091,2014/02/25 00:00:00+00,1528,"O,COTNER to LYNCREST",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1271
B4-018476,2014/03/06 00:00:00+00,708,YANKEE HILL at HOLLYNN LN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1272
B4-016902,2014/02/28 00:00:00+00,1220,"Y,N 32 to N 33",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1273
B4-015652,2014/02/24 00:00:00+00,620,"N 23,CORNHUSKER to JUDSON",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1274
B4-014182,2014/02/18 00:00:00+00,9999,2021 N 27 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,1275
B4-019725,2014/03/10 00:00:00+00,653,240 N 17 at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,1276
B4-018061,2014/03/04 00:00:00+00,1640,N 27 at ORCHARD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1277
B4-014829,2014/02/21 00:00:00+00,1100,625 N 46 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1278
B4-016146,2014/02/25 00:00:00+00,1846,"N 48,O to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1279
B4-018480,2014/03/06 00:00:00+00,720,"N 14,HILLTOP to SUPERIOR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1280
B4-016921,2014/02/28 00:00:00+00,9999,"COLFAX,N 42 to N 44",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1281
B4-014190,2014/02/19 00:00:00+00,849,"N 33,APPLE to X",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1282
B4-018062,2014/03/04 00:00:00+00,1644,"SOUTH,PEPPER to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1283
B4-019758,2014/03/10 00:00:00+00,1005,S 21 at MONROE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1284
B4-015654,2014/02/24 00:00:00+00,635,NORMAL at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1285
B4-014834,2014/02/20 00:00:00+00,9999,"ST PAUL,N 47 to N 48",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1286
B4-016153,2014/02/25 00:00:00+00,1915,"N 10,Q to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1287
B4-016927,2014/02/28 00:00:00+00,9999,3220 S 24 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1288
B4-014206,2014/02/19 00:00:00+00,941,S 56 at PIONEERS,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1289
B4-018502,1970/01/01 00:00:00+00,9999,"COLBY,N 64 to N 65",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1290
B4-019760,2014/03/10 00:00:00+00,1029,"N 48,O to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1291
B4-015657,2014/02/24 00:00:00+00,640,"FLETCHER,N 14 to N 7",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1292
B4-018116,2014/03/04 00:00:00+00,9999,"MORTON,N 18 to DEAD END",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1293
B4-014836,2014/02/21 00:00:00+00,1150,S 40 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1294
B4-016169,2014/02/25 00:00:00+00,2010,"S 30,D to E",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1295
B4-016952,2014/02/28 00:00:00+00,1523,50 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1296
B4-015659,2014/02/24 00:00:00+00,700,"N 27,SUPERIOR to FLETCHER",INJURY,,1,2,NO,NO,NO,NO,NO,NO,NO,1297
B4-019773,2014/03/10 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,1298
B4-018578,2014/03/06 00:00:00+00,1451,I 80 at I 180,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1299
B4-014842,2014/02/21 00:00:00+00,1215,"NW 12,W ADAMS to W BOND",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1300
B4-018124,2014/03/04 00:00:00+00,2105,"CALVERT,S 7 to S 9",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,1301
B4-014224,2014/02/19 00:00:00+00,9999,"M,CENTENNIAL MALL to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1302
B4-016173,2014/02/25 00:00:00+00,2052,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1303
B4-016990,2014/02/28 00:00:00+00,1645,"S 48,MEREDETH to PIONEERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1304
B4-015665,2014/02/24 00:00:00+00,720,33 at O,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1305
B4-019775,2014/03/10 00:00:00+00,9999,625 M 46 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1306
B4-018579,2014/03/06 00:00:00+00,1444,"N 84,WINDMILL DR to ADAMS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,1307
B4-018131,2014/03/04 00:00:00+00,2152,"S 27,H to RANDOLPH",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1308
B4-014877,2014/02/21 00:00:00+00,1407,S 9 at L,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,YES,NO,1309
B4-014235,2014/02/19 00:00:00+00,9999,"PHILADELPHIA,N 20 to MISSION LN",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1310
B4-016180,2014/02/25 00:00:00+00,2122,"S 8,PIONEERS to LOWELL ST",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,NO,NO,1311
B4-016991,2014/02/28 00:00:00+00,1653,S 40 at PIONEERS,INJURY,TURNING,2,4,NO,NO,NO,NO,NO,YES,NO,1312
B4-015669,2014/02/24 00:00:00+00,738,S 33 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1313
B4-018228,2014/03/05 00:00:00+00,1008,"N 48,R to VINE",NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,1314
B4-019778,2014/03/10 00:00:00+00,1128,"M,S 12 to S 13",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1315
B4-018591,2014/03/06 00:00:00+00,1527,"NORMAL,S 46 to S 47",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,1316
B4-014905,2014/02/21 00:00:00+00,1517,N 63 at MORRILL,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1317
B4-014238,2014/02/14 00:00:00+00,1450,"P,N 12 to N 13",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1318
B4-016199,2014/02/25 00:00:00+00,2240,"O,26 to 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1319
B4-017013,2014/02/28 00:00:00+00,1750,"N 27,HOLDREGE to STARR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1320
B4-015671,2014/02/24 00:00:00+00,747,"BENTON,N 48 to N 49",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1321
B4-018231,2014/03/05 00:00:00+00,1020,"HAVELOCK,N 61 to N 62",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1322
B4-019788,2014/03/10 00:00:00+00,1210,N 27 at HOLDREGE,INJURY,OTHER,1,1,NO,NO,NO,NO,NO,NO,NO,1323
B4-018604,2014/03/06 00:00:00+00,1611,S 47 at PIONEERS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1324
