RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B7-022277,2017/03/18 00:00:00+00,1440,N 62 at LEIGHTON,INJURY,HEAD ON,2,2,NO,NO,NO,NO,NO,NO,NO,1689
B7-022280,2017/03/18 00:00:00+00,1440,"A,S 27 to S 28",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,NO,NO,1690
B7-022289,2017/03/18 00:00:00+00,1500,N 27 at VINE,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,NO,NO,1691
B7-022292,2017/03/18 00:00:00+00,1459,"S 48,A to S COTNER",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1692
B7-022313,2017/03/18 00:00:00+00,9999,6100 O ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1693
B7-022315,2017/03/18 00:00:00+00,9999,"F,S 17 to S 18",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1694
B7-022326,2017/03/18 00:00:00+00,1700,S 17 at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1695
B7-022329,2017/03/18 00:00:00+00,1710,"MADALYN,S 52 to STEPHANIE LN",INJURY,PARKED,3,1,NO,NO,NO,NO,NO,YES,NO,1696
B7-024681,2017/03/26 00:00:00+00,1332,W VAN DORN at HOMESTEAD EXP,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,YES,NO,1697
B7-023254,2017/03/21 00:00:00+00,9999,"S 13,F to G",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1698
B7-021083,2017/03/14 00:00:00+00,1548,VAN DORN at KATY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1699
B7-024698,2017/03/22 00:00:00+00,2230,"DOROTHY,ADAMS to CLEVELAND",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1700
B7-020717,2017/03/13 00:00:00+00,932,ADAMS at N 87,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1701
B7-023268,2017/03/21 00:00:00+00,1735,NW 1 at CHADDERTON CR,INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,1702
B7-021085,2017/03/14 00:00:00+00,1538,S 9 at PEACH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1703
B7-024699,2017/03/26 00:00:00+00,1439,NW 16 at W S,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1704
B7-019782,2017/03/09 00:00:00+00,1735,"N,S 8 to S 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1705
B7-021086,2017/03/14 00:00:00+00,1555,"N 27,CLEVELAND to CORNHUSKER",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1706
B7-023279,2017/03/21 00:00:00+00,1809,"S 27,CINDY to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1707
B7-019788,2017/03/09 00:00:00+00,1753,N 27 at FOLKWAYS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1708
B7-024711,2017/03/26 00:00:00+00,1522,N 27 at SUPERIOR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1709
B7-021093,2017/03/14 00:00:00+00,1612,"O,52 to 53",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1710
B7-020719,2017/03/12 00:00:00+00,9999,8600 AMBER HILL at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,1711
B7-023294,2017/03/22 00:00:00+00,1903,S 21 at J,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1712
B7-019894,2017/03/10 00:00:00+00,714,"L,S 14 to S 16",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,1713
B7-024730,2017/03/25 00:00:00+00,9999,"KESSLER,FIENE to S 27",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1714
B7-021118,2017/03/12 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1715
B7-020751,2017/03/13 00:00:00+00,1259,TALLGRASS PKWY at ASTER RD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1716
B7-023359,2017/03/22 00:00:00+00,9999,"SERVICE ROAD,S 91 to ANDERMATT",INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,1717
B7-019896,2017/03/10 00:00:00+00,745,"BRIARPARK,BODIE to HALLCLIFFE RD",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1718
B7-024776,2017/03/26 00:00:00+00,2015,S 9 at K,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1719
B7-021119,2017/03/14 00:00:00+00,1733,N 11 at BUTLER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1720
B7-020761,2017/03/13 00:00:00+00,1315,"W A,SW 10 to SW 14",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1721
B7-023390,2017/03/21 00:00:00+00,1245,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1722
B7-019905,2017/03/10 00:00:00+00,857,S 17 at F,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,1723
B7-024795,2017/03/26 00:00:00+00,2122,S 48 at S COTNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1724
B7-021126,2017/03/14 00:00:00+00,1755,"N 48,BENTON to CORNHUSKER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1725
B7-020768,2017/03/13 00:00:00+00,929,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1726
B7-023393,2017/03/22 00:00:00+00,737,"ADAMS,N 47 to N 48",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,1727
B7-019920,2017/03/09 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1728
B7-024857,2017/03/27 00:00:00+00,543,"O,10 to 11",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1729
B7-021136,2017/03/14 00:00:00+00,1832,"O,COTNER to LYNCREST",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,1730
B7-020793,2017/03/13 00:00:00+00,1520,512 S 7 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1731
B7-023394,2017/03/22 00:00:00+00,744,"NEBR HWY,PIONEERS to S 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1732
B7-019934,2017/03/09 00:00:00+00,1100,6300 HAVELOCK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1733
B7-024860,2017/03/27 00:00:00+00,643,"HWY 34,W FLETCHER to FALLBROOK BLVD",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,1734
B7-021149,2017/03/14 00:00:00+00,1908,6555 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1735
B7-020797,2017/03/13 00:00:00+00,9999,"Q,N 14 to N 16",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1736
B7-023401,2017/03/22 00:00:00+00,741,"NEBR HWY,OLD CHENEY to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1737
B7-019937,2017/03/10 00:00:00+00,1054,"N 84,ADAMS to MARKET DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1738
B7-023998,2017/03/24 00:00:00+00,735,PINE LAKE at S 14,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1739
B7-020816,2017/03/11 00:00:00+00,9999,"N 52 & N 53,WALKER to LEIGHTON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1740
B7-022557,2017/03/19 00:00:00+00,1024,S 70 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1741
B7-024864,2017/03/27 00:00:00+00,740,"S 84,OLD CHENEY to FOXTAIL DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1742
B7-023407,2017/03/22 00:00:00+00,850,"O,68 to 70",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1743
B7-019949,2017/03/10 00:00:00+00,1145,N 34 at HOLDREGE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1744
B7-021175,2017/03/14 00:00:00+00,2130,"S 26,FRANKLIN to SUMNER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1745
B7-023443,2017/03/22 00:00:00+00,1100,UNKNOWN at -,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1746
B7-024870,2017/03/27 00:00:00+00,833,16 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1747
B7-022563,2017/03/19 00:00:00+00,1125,SW 15 at BORDEAUX RD,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,1748
B7-020817,2017/03/13 00:00:00+00,1655,"O,38 to 40",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1749
B7-024002,2017/03/24 00:00:00+00,745,"PINE LAKE,S 66 to S 70",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1750
B7-021188,2017/03/14 00:00:00+00,2225,"NW 49,W KENT to W MCGUIRE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1751
B7-024873,2017/03/27 00:00:00+00,845,"A,S 10 to S 9",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1752
B7-023468,2017/03/22 00:00:00+00,9999,"O,10 to 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,1753
B7-020828,2017/03/13 00:00:00+00,1726,"S 27,EVERETT to WASHINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1754
B7-019952,2017/03/10 00:00:00+00,1202,46 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1755
B7-024009,2017/03/24 00:00:00+00,816,"S 56,ELKCREST to LASALLE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1756
B7-022565,2017/03/19 00:00:00+00,1128,N 41 at BALDWIN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1757
B7-021215,2017/03/14 00:00:00+00,9999,1101 CAMBRIDGE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1758
B7-024875,2017/03/27 00:00:00+00,849,N 56 at ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1759
B7-023469,2017/03/22 00:00:00+00,1320,"I 180,I 80 to SUPERIOR",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,1760
B7-020829,2017/03/13 00:00:00+00,1735,S 84 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1761
B7-019972,2017/03/10 00:00:00+00,1250,"S 9,HILL ST to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1762
B7-024017,2017/03/17 00:00:00+00,9999,"N 26,DUDLEY to HOLDREGE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1763
B7-022581,2017/03/19 00:00:00+00,1228,S 48 at NORMAL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1764
B7-021243,2017/03/15 00:00:00+00,628,"NEBR HWY,S 66 to S 70",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,1765
B7-024878,2017/03/27 00:00:00+00,9999,", to",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1766
B7-023498,2017/03/22 00:00:00+00,1524,S 17 at F,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1767
B7-020834,2017/03/13 00:00:00+00,1705,"W O,W 18 to W 19",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1768
B7-019977,2017/03/10 00:00:00+00,1300,N 48 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1769
B7-024047,2017/03/24 00:00:00+00,1033,S 14 at NEBR HWY,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,1770
B7-022585,2017/03/19 00:00:00+00,1238,84 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1771
B7-021258,2017/03/15 00:00:00+00,843,"S 78,MANDALAY DR to S 77",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,1772
B7-024916,2017/03/27 00:00:00+00,1138,"N 12,Q to R",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1773
B7-023499,2017/03/22 00:00:00+00,1528,"S 70,HOLMES PARK RD to PIONEER WOODS DR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1774
B7-020855,2017/03/13 00:00:00+00,1841,"CORNHUSKER,N 31 to STATE FAIR PARK",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1775
B7-019979,2017/03/10 00:00:00+00,9999,1040 Y at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1776
B7-024072,2017/03/24 00:00:00+00,736,NW 2 at W FLETCHER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1777
B7-022606,2017/03/19 00:00:00+00,1406,"N 84,HOLDREGE to LEXINGTON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1778
B7-021259,2017/03/15 00:00:00+00,845,"LAKE,S 13 to S 14",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,1779
B7-024925,2017/03/27 00:00:00+00,9999,1600 S 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1780
B7-023522,2017/03/22 00:00:00+00,1625,"N 20,CORNHUSKER to KNOX",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1781
B7-020857,2017/03/13 00:00:00+00,1845,N 14 at SALT CREEK RDWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1782
B7-019980,2017/03/10 00:00:00+00,1320,N 27 at DAN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1783
B7-019983,2017/03/10 00:00:00+00,1325,56 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1784
B7-019993,2017/03/10 00:00:00+00,1352,N 56 at HOLDREGE,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1785
B7-020001,2017/03/10 00:00:00+00,9999,6001 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1786
B7-020007,2017/03/10 00:00:00+00,1457,"OLD CHENEY,THE KNOLLS to TIPPERARY",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1787
B7-020008,2017/03/10 00:00:00+00,1440,4600 VALLEY at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1788
B7-020010,2017/03/10 00:00:00+00,1015,"S 14,L to M",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1789
B7-020019,2017/03/10 00:00:00+00,1533,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1790
B7-020024,2017/03/10 00:00:00+00,1541,"FOLKWAYS,N 27 to N 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1791
B7-020043,2017/03/10 00:00:00+00,1645,"SUN VALLEY,VICTORY LN to W P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1792
B7-020056,2017/03/10 00:00:00+00,1730,"O,11 to 12",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1793
B7-020062,2017/03/10 00:00:00+00,1816,"SALTILLO,S 14 to S 25",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,1794
B7-020063,2017/03/10 00:00:00+00,1819,"STEINWAY,INDIAN to TERRACE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1795
B7-020076,2017/03/10 00:00:00+00,1900,"O,56 to COTNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,1796
B7-020096,2017/03/10 00:00:00+00,2035,110 W FLETCHER at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,1797
B7-020101,2017/03/10 00:00:00+00,2112,"BROKEN SPOKE DR,N 89 to CEDAR COVE RD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1798
B7-020128,2017/03/10 00:00:00+00,1515,5801 N 33 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1799
B7-020164,2017/03/11 00:00:00+00,130,"S 11,HARRISON to LAKE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1800
B7-020210,2017/03/11 00:00:00+00,715,"HALLCLIFFE RD,BRIARPARK to BRIARPARK",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1801
B7-020222,2017/03/11 00:00:00+00,840,2600 S 48 ST at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,1802
B7-020225,2017/03/10 00:00:00+00,9999,7841 ABIGAIL at DRIVEWAY,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,1803
B7-020227,2017/03/11 00:00:00+00,903,S 40 at NORMAL,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,1804
B7-020235,2017/03/11 00:00:00+00,1000,N 60 at HAVELOCK,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1805
B7-020253,2017/03/11 00:00:00+00,1157,"HAVELOCK,CORNHUSKER to TOUZALIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1806
B7-020261,2017/03/10 00:00:00+00,9999,B & C at S 25 & S 26,NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,1807
B7-020268,2017/03/11 00:00:00+00,1257,25 at O,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,1808
B7-020284,2017/03/11 00:00:00+00,1410,N 12 at Q,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1809
B7-020294,2017/03/11 00:00:00+00,9999,6891 A ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1810
B7-020326,2017/03/11 00:00:00+00,1751,"E AVON,E SANBORN to N 81",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1811
B7-020342,2017/03/11 00:00:00+00,1914,"CORNHUSKER,N 27 to STATE FAIR PARK",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1812
B7-020356,2017/03/11 00:00:00+00,2020,RIDGEVIEW at S 67,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1813
B7-023525,2017/03/22 00:00:00+00,1645,"S 56,FRANKLIN to OLDHAM",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,1814
B7-023534,2017/03/22 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1815
B7-023535,2017/03/22 00:00:00+00,1717,"HOLDREGE,N 33 to N 34",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1816
B7-023538,2017/03/22 00:00:00+00,1724,S 14 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1817
B7-022613,2017/03/19 00:00:00+00,1445,"ADAMS,N 35 to N 36",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1818
B7-023540,2017/03/22 00:00:00+00,1730,"HOLDREGE,N 70 to N 71",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1819
B7-022672,2017/03/19 00:00:00+00,1756,N 27 at VINE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1820
B7-024073,2017/03/24 00:00:00+00,1235,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1821
B7-024929,2017/03/27 00:00:00+00,1218,S 21 at F,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1822
B7-023589,2017/03/22 00:00:00+00,1950,"FLETCHER,TOMBSTONE RIDGE to MARMOT POINT DR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1823
B7-022685,2017/03/20 00:00:00+00,1858,"S 44,F to G",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1824
B7-024076,2017/03/24 00:00:00+00,1308,S 10 at K,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1825
B7-024106,2017/03/24 00:00:00+00,1520,"N 29,HOLDREGE to STARR",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1826
B7-024107,2017/03/24 00:00:00+00,1531,"S 48,ANTELOPE CREEK to VAN DORN",INJURY,DRIVEWAY,2,4,NO,NO,NO,NO,NO,NO,NO,1827
B7-024112,2017/03/24 00:00:00+00,155,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1828
B7-024135,2017/03/24 00:00:00+00,1640,"O,45 to 46",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1829
B7-024146,2017/03/24 00:00:00+00,1615,"S 56,FRANKLIN to SAYLOR",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,YES,1830
B7-024151,2017/03/24 00:00:00+00,1700,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1831
B7-024157,2017/03/24 00:00:00+00,9999,2400 S 56 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1832
B7-024169,2017/03/24 00:00:00+00,1800,"NEBR HWY,PIONEERS to S 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1833
B7-024170,2017/03/24 00:00:00+00,1815,"W WASHINGTON,SW 24 to SW 25",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1834
B7-024201,2017/03/24 00:00:00+00,2012,S 22 at SOUTH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1835
B7-024204,2017/03/24 00:00:00+00,1955,"N,S 33 to S 35",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1836
B7-024235,2017/03/23 00:00:00+00,9999,5945 N 70 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1837
B7-024273,2017/03/25 00:00:00+00,11,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1838
B7-024279,2017/03/25 00:00:00+00,41,S 15 at A,INJURY H&R,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,1839
B7-024283,2017/03/25 00:00:00+00,53,"S 14,A to WASHINGTON",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,1840
B7-024323,2017/03/25 00:00:00+00,519,"N 29,DUDLEY to ORCHARD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1841
B7-024332,2017/03/25 00:00:00+00,752,S 10 at HILL ST,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1842
B7-024339,2017/03/25 00:00:00+00,910,"NEBR HWY,EIGER DR to S 84",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1843
B7-024341,2017/03/25 00:00:00+00,2000,"CLEVELAND,N 57 to N 58",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1844
B7-024352,2017/03/25 00:00:00+00,1053,"SOUTH,S 10 to S 11",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1845
B7-024353,2017/03/25 00:00:00+00,1055,"S 56,MADALYN to PINE LAKE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1846
B7-024366,2017/03/25 00:00:00+00,1211,S 84 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1847
B7-024377,2017/03/25 00:00:00+00,1306,N 14 at GARBER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,1848
B7-024385,2017/03/25 00:00:00+00,1350,S 27 at FRANKLIN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1849
B7-024413,2017/03/25 00:00:00+00,1515,"N 10,BRIDGE END to T",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1850
B7-024418,2017/03/25 00:00:00+00,1535,48 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1851
B7-024427,2017/03/25 00:00:00+00,1605,"SOUTH,S 19 to WORTHINGTON",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1852
B7-024462,2017/03/25 00:00:00+00,1845,4415 N 1 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1853
B7-024484,2017/03/25 00:00:00+00,2035,"O,14 to CENTENNIAL MALL",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,1854
B7-024493,2017/03/25 00:00:00+00,2108,4100 N 84 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1855
B7-024502,2017/03/25 00:00:00+00,2158,S 11 at H,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,1856
B7-024515,2017/03/25 00:00:00+00,2254,S 17 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1857
B7-024542,2017/03/26 00:00:00+00,40,"NW 48,I 80 to W HOLDREGE",FATAL,,2,0,NO,NO,NO,NO,NO,NO,NO,1858
B7-024620,2017/03/26 00:00:00+00,9999,"BERNESE,S 69 to S 70",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1859
B7-024624,2017/03/26 00:00:00+00,755,"MEREDETH,S 48 to S 49",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1860
B7-020899,2017/03/13 00:00:00+00,2211,S 21 at L,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,YES,NO,1861
