RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B5-007373,2015/01/27 00:00:00+00,735,N 14 at SUPERIOR,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,588
B5-009384,2015/02/01 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,589
B5-005636,2015/01/21 00:00:00+00,1027,S 14 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,590
B5-005081,2015/01/19 00:00:00+00,1237,"P,CENTENNIAL MALL to N 14",NON-INJ,OTHER,1,0,NO,NO,YES,NO,NO,NO,NO,591
B5-006184,2015/01/23 00:00:00+00,757,"ADAMS,N 14 to PORTIA",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,592
B5-007376,2015/01/27 00:00:00+00,748,"S 70,MONTEREY to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,593
B5-005641,2015/01/21 00:00:00+00,1054,"O,13 to 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,594
B5-009397,2015/02/02 00:00:00+00,9999,"EMERALD DR, to",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,595
B5-007378,2015/01/27 00:00:00+00,750,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,596
B5-005086,2015/01/19 00:00:00+00,1245,S 10 at D,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,597
B5-006186,2015/01/23 00:00:00+00,830,N 60 at CLEVELAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,598
B5-005644,2015/01/21 00:00:00+00,9999,4600 BRIARPARK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,599
B5-005087,2015/01/19 00:00:00+00,1256,"HOMESTEAD EXP,ROSA PARKS WAY to W O",INJURY H&R,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,600
B5-009399,2015/02/02 00:00:00+00,1610,"N 10,P to Q",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,601
B5-007389,2015/01/27 00:00:00+00,852,S 40 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,602
B5-006191,2015/01/23 00:00:00+00,854,"ORCHARD,N 26 to N 27",NON-INJ H&R,DRIVEWAY,1,0,NO,NO,NO,NO,NO,NO,NO,603
B5-005646,2015/01/20 00:00:00+00,9999,2635 N 63 at NEHS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,604
B5-005088,2015/01/19 00:00:00+00,1300,"SUN VALLEY,WESTGATE to LINE DR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,605
B5-006195,2015/01/23 00:00:00+00,905,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,606
B5-009401,2015/02/02 00:00:00+00,1540,"SOUTH,S 14 to S 15",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,607
B5-007401,2015/01/27 00:00:00+00,955,"I 180,CORNHUSKER to SUPERIOR",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,608
B5-009406,2015/02/02 00:00:00+00,9999,"N 23,W to Y",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,609
B5-005647,2015/01/21 00:00:00+00,1130,"S COTNER,FRANKLIN to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,610
B5-005094,2015/01/19 00:00:00+00,1249,"N 48,O to R",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,611
B5-006223,2015/01/23 00:00:00+00,1020,"VINE,N 60 to N COTNER",INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,612
B5-007402,2015/01/24 00:00:00+00,9999,245 NW 18 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,613
B5-005690,2015/01/21 00:00:00+00,1440,"N 48,DUDLEY to HOLDREGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,614
B5-009425,2015/02/02 00:00:00+00,1734,"VAN DORN,S 70 to S 72",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,615
B5-005101,2015/01/19 00:00:00+00,1325,"S 70,PIONEERS to STACY",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,616
B5-006249,2015/01/22 00:00:00+00,9999,"HOLDREGE,N 63 to N 64",NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,617
B5-007423,2015/01/27 00:00:00+00,1141,"S 40,NEBR HWY to SWEETBRIAR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,618
B5-005700,2015/01/21 00:00:00+00,1520,SAUNDERS at N ANTELOPE VALL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,619
B5-005109,2015/01/15 00:00:00+00,9999,UNKNOWN at -,NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,620
B5-009434,2015/02/02 00:00:00+00,1814,N 84 at HOLDREGE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,621
B5-006252,2015/01/23 00:00:00+00,1149,S 17 at VAN DORN,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,YES,NO,622
B5-007424,2015/01/27 00:00:00+00,1142,S 13 at F,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,623
B5-009440,2015/02/02 00:00:00+00,1630,"SALT CREEK RDWY,N ANTELOPE VALL to N 27 ACCESS",INJURY,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,624
B5-005711,2015/01/21 00:00:00+00,1605,"OLD CHENEY,S 16 to S 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,625
B5-005132,2015/01/19 00:00:00+00,1520,"S 52,FRANKLIN to SUMNER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,626
B5-007455,2015/01/27 00:00:00+00,1302,"COLLEGE PARK DR,RUSSWOOD PKWY to N 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,627
B5-006253,2015/01/23 00:00:00+00,9999,"N 26,CENTER to LEIGHTON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,628
B5-009444,2015/02/02 00:00:00+00,1854,N 27 at DAN,NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,629
B5-005719,2015/01/14 00:00:00+00,9999,UNKNOWN at -,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,630
B5-005137,2015/01/19 00:00:00+00,1531,"SUPERIOR,BAIR to N 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,631
B5-007459,2015/01/27 00:00:00+00,9999,"S 38,J to L",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,632
B5-006271,2015/01/23 00:00:00+00,1223,"PRESCOTT,S 46 to S 47",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,633
B5-005724,2015/01/21 00:00:00+00,1649,"Y,N 32 to N 33",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,634
B5-009472,2015/02/02 00:00:00+00,2045,N 27 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,635
B5-005141,2015/01/19 00:00:00+00,1540,3201 S CODDINGTO at PIONEERS PARK,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,636
B5-007472,2015/01/27 00:00:00+00,1408,"HOLDREGE,N 50 to N 51",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,637
B5-008317,2015/01/30 00:00:00+00,1312,"N 53,HOLDREGE to ORCHARD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,638
B5-007468,2015/01/27 00:00:00+00,1332,"S 70,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,639
B5-006277,2015/01/23 00:00:00+00,1305,"N 33,VINE to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,640
B5-005732,2015/01/21 00:00:00+00,1719,"Q,N 14 to N 16",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,641
B5-005142,2015/01/19 00:00:00+00,1540,"S FOLSOM,ROSA PARKS WAY to W E",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,642
B5-009484,2015/02/02 00:00:00+00,2200,"SW 14,W RYONS to W SOUTH",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,643
B5-006319,2015/01/23 00:00:00+00,1516,"FOLKWAYS,N 27 to N 33",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,644
B5-005745,2015/01/21 00:00:00+00,1750,NW 48 at W CUMING,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,645
B5-008331,2015/01/30 00:00:00+00,1410,"O,23 to 24",INJURY,REAR END,4,2,NO,NO,NO,NO,NO,NO,NO,646
B5-007511,2015/01/27 00:00:00+00,1235,6001 VILLAGE DR at HYVEE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,647
B5-009488,2015/02/02 00:00:00+00,2235,"N COTNER,VINE to X",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,648
B5-005145,2015/01/19 00:00:00+00,1600,"S 17,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,649
B5-006335,2015/01/23 00:00:00+00,1555,"A,FALL CREEK to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,650
B5-005788,2015/01/21 00:00:00+00,1904,HOLDREGE at N COTNER,INJURY,,2,1,NO,NO,NO,NO,NO,NO,NO,651
B5-008363,2015/01/30 00:00:00+00,1520,"S 40,LOWELL to PRESCOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,652
B5-007515,2015/01/27 00:00:00+00,1600,"SPRUCE,S 54 to S 56",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,653
B5-005164,2015/01/20 00:00:00+00,1600,"Y,N 42 to N 43",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,654
B5-006348,2015/01/23 00:00:00+00,1530,"N 22,HOLDREGE to SHELDON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,655
B5-005856,2015/01/22 00:00:00+00,725,"HAVELOCK,N 66 to N 67",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,656
B5-005169,2015/01/19 00:00:00+00,1700,"OLD CHENEY,S 49 to S 50",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,657
B5-007517,2015/01/27 00:00:00+00,1527,"SALT CREEK RDWY,N 14 to N ANTELOPE VALL",INJURY,RAN OFF ROAD,2,1,NO,NO,NO,NO,NO,YES,NO,658
B5-008389,2015/01/28 00:00:00+00,1630,"I 180,CORNHUSKER to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,659
B5-006351,2015/01/23 00:00:00+00,1640,"Q,N 13 to N 14",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,YES,YES,660
B5-005859,2015/01/22 00:00:00+00,745,"LASALLE,S 47 to S 48",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,661
B5-005177,2015/01/19 00:00:00+00,1710,N 1 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,662
B5-006357,2015/01/23 00:00:00+00,1700,N 46 at R,INJURY,RIGHT ANGLE,4,4,NO,NO,NO,NO,NO,NO,NO,663
B5-007518,2015/01/27 00:00:00+00,1600,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,664
B5-008409,2015/01/30 00:00:00+00,1724,"CORNHUSKER,N 70 to N COTNER",FATAL,SIDE SWIPE,3,5,NO,NO,NO,NO,NO,NO,NO,665
B5-005860,2015/01/22 00:00:00+00,756,"S 48,F to RANDOLPH",INJURY,DRIVEWAY,3,1,NO,NO,NO,NO,NO,YES,NO,666
B5-005191,2015/01/19 00:00:00+00,1245,"7044 O ST,DAIRY QUEEN to PARKING LOT",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,667
B5-006365,2015/01/23 00:00:00+00,1620,"O,14 to CENTENNIAL MALL",NON-INJ H&R,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,668
B5-005895,2015/01/22 00:00:00+00,1022,"CORNHUSKER,N 23 to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,669
B5-005200,2015/01/19 00:00:00+00,1817,N 56 at ADAMS,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,670
B5-006428,2015/01/23 00:00:00+00,2028,"S 27,GARFIELD to SUMNER",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,YES,NO,671
B5-005897,2015/01/22 00:00:00+00,1040,S 13 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,672
B5-007565,2015/01/27 00:00:00+00,1845,6100 O at GATEWAY MALL,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,673
B5-008415,2015/01/30 00:00:00+00,9999,"PRESCOTT,S 40 to S 42",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,674
B5-005301,2015/01/20 00:00:00+00,740,"N 63,DELHAY to MADISON",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,675
B5-006450,2015/01/23 00:00:00+00,2116,"LYNCREST,EASTRIDGE to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,676
B5-005914,2015/01/22 00:00:00+00,1140,"S 10,K to LINCOLN MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,677
B5-005311,2015/01/20 00:00:00+00,900,S 9 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,678
B5-007568,2015/01/27 00:00:00+00,1905,N 27 at CORNHUSKER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,679
B5-008422,2015/01/30 00:00:00+00,1700,"S 18,M to N",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,680
B5-006483,2015/01/23 00:00:00+00,2315,"S 9,M to N",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,681
B5-005915,2015/01/22 00:00:00+00,1134,"SW 16,W LAKE to PATTERSON DR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,682
B5-005315,2015/01/20 00:00:00+00,9999,5000 ST PAUL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,683
B5-006488,2015/01/23 00:00:00+00,2255,"S 70,EDENTON to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,684
B5-007604,2015/01/27 00:00:00+00,9999,1501 CENTERPARK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,685
B5-008439,2015/01/30 00:00:00+00,1840,"N 27,DUDLEY to STARR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,686
B5-005953,2015/01/22 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,687
B5-005324,2015/01/05 00:00:00+00,500,"DOUGLAS,DEAD END to N 56",NON-INJ H&R,PARKED,1,0,NO,NO,NO,NO,NO,NO,NO,688
B5-006561,2015/01/24 00:00:00+00,640,"NEBR HWY,S 20 to SOUTHWOOD DR",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,689
B5-005968,2015/01/22 00:00:00+00,9999,"N 34,HOLDREGE to STARR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,690
B5-005339,2015/01/16 00:00:00+00,9999,1111 Q at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,691
B5-006578,2015/01/24 00:00:00+00,905,"N 1,W DAWES to W SAUNDERS",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,692
B5-005978,2015/01/22 00:00:00+00,9999,"GREGORY,N 64 to STRAUSS",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,693
B5-007620,2015/01/27 00:00:00+00,9999,"ORCHARD,N 43 to N 44",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,694
B5-008447,2015/01/30 00:00:00+00,1930,"S 27,EVERETT to GARFIELD",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,695
B5-005354,2015/01/20 00:00:00+00,1220,"N 70,CAROL to E ELDORA",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,696
B5-006589,2015/01/24 00:00:00+00,9999,"O,40 to 42",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,697
B5-005982,2015/01/22 00:00:00+00,1445,SOUTHRIDGE at S 27,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,698
B5-005367,2015/01/20 00:00:00+00,1300,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,699
B5-007650,2015/01/28 00:00:00+00,315,"NW 49,W SUPERIOR to W WILKINS",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,700
B5-008450,2015/01/30 00:00:00+00,1932,"S 27,EVERETT to WASHINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,701
B5-006590,2015/01/24 00:00:00+00,1013,"N 33,DOANE to POTTER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,702
B5-005983,2014/12/18 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,703
B5-005373,2015/01/20 00:00:00+00,1333,"N 56,COLBY to LEXINGTON",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,704
B5-006592,2015/01/24 00:00:00+00,1040,S COTNER at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,705
B5-005986,2015/01/22 00:00:00+00,1450,"E PERSHING,KINGS HWY to S PERSHING",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,706
B5-005381,2015/01/20 00:00:00+00,1348,"S 33,B to MOHAWK",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,707
B5-006604,2015/01/24 00:00:00+00,9999,"2200 BLK,SOUTHWOOD to PLACE",NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,708
B5-007659,2015/01/28 00:00:00+00,735,OLD CHENEY at WARLICK,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,709
B5-008455,2015/01/30 00:00:00+00,1745,"ADAMS,N 7 to N 9",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,710
B5-005988,2015/01/16 00:00:00+00,9999,"5500 OLD CHENEY,PARKING to LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,711
B5-005397,2015/01/20 00:00:00+00,1454,"S 27,N to O",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,712
B5-006611,2015/01/24 00:00:00+00,1202,"NORTHWOODS DR,N 83 to N 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,713
B5-005990,2015/01/22 00:00:00+00,1506,S 70 at PIONEERS,INJURY,TURNING,2,4,NO,NO,NO,NO,NO,NO,NO,714
B5-007660,2015/01/28 00:00:00+00,746,"N 70,E ELDORA to MARCIA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,715
B5-008477,2015/01/30 00:00:00+00,2041,"N 58,COLBY to LEIGHTON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,716
B5-005411,2015/01/20 00:00:00+00,1537,"N 27,HOLDREGE to STARR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,717
B5-006633,2015/01/24 00:00:00+00,1356,"WASHINGTON,S 17 to S 18",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,718
B5-005992,2015/01/22 00:00:00+00,1512,LEWIS at BENTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,719
B5-005416,2015/01/20 00:00:00+00,1555,N 55 at HOLDREGE,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,720
B5-007743,2015/01/28 00:00:00+00,1250,S 37 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,721
B5-008478,2015/01/30 00:00:00+00,2033,"2555 S 48,PARKWAY LANES to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,722
B5-006645,2015/01/24 00:00:00+00,1446,63 at O,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,723
B5-006000,2015/01/21 00:00:00+00,9999,4055 NORTH PARK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,724
B5-005422,2015/01/20 00:00:00+00,1804,S 10 at N,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,725
B5-007744,2015/01/28 00:00:00+00,1306,"HOLDREGE,N 44 to N 45",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,726
B5-006689,2015/01/24 00:00:00+00,1755,S 23 at GARFIELD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,727
B5-007760,2015/01/28 00:00:00+00,1406,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,728
B5-008517,2015/01/30 00:00:00+00,2300,"O,19 to 20",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,729
B5-007769,2014/12/30 00:00:00+00,900,"DAVID,AYLESWORTH to HOLDREGE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,730
B5-008533,2015/01/30 00:00:00+00,2355,"S 70,L to O",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,731
B5-007771,2015/01/28 00:00:00+00,1642,S 70 at PIONEER WOODS DR,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,YES,732
B5-008536,2015/01/31 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,1,0,NO,NO,NO,NO,NO,NO,NO,733
B5-008550,2015/01/31 00:00:00+00,134,"O,56 to COTNER",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,734
B5-007788,2015/01/28 00:00:00+00,1540,"O,16 to 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,735
B5-008558,2015/01/31 00:00:00+00,153,"SUPERIOR,N 33 to N 40",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,736
B5-007789,2015/01/28 00:00:00+00,9999,"N 14,ADAMS to BUTLER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,737
B5-007799,2015/01/04 00:00:00+00,9999,"LEIGHTON,N 76 to N 78",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,738
B5-008581,2015/01/31 00:00:00+00,355,"COTTONWOOD,CHERRYWOOD to MAPLEWOOD",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,739
B5-008591,2015/01/31 00:00:00+00,514,"O,27 to 28",FATAL,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,740
B5-007816,2015/01/28 00:00:00+00,1630,"N 70,DUDLEY to STARR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,741
B5-007817,2015/01/28 00:00:00+00,9999,"CORNHUSKER,N 48 to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,YES,NO,NO,NO,NO,742
B5-008597,2015/01/31 00:00:00+00,625,RANDOLPH at CAPITOL PKWY,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,743
B5-008599,2015/01/31 00:00:00+00,750,"W B,S 1 to SW 1",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,744
B5-007831,2015/01/28 00:00:00+00,1725,"NEBR HWY,PIONEERS to S 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,745
B5-007844,2015/01/26 00:00:00+00,1800,"NORMAL,S 70 to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,746
B5-008622,2015/01/31 00:00:00+00,1100,N 84 at LARSON,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,747
B5-008640,2015/01/31 00:00:00+00,1215,"CAPITOL PKWY,D to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,748
B5-007845,2015/01/28 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,749
B5-007868,2015/01/28 00:00:00+00,1906,"SOUTH,S 10 to S 9",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,750
B5-008647,2015/01/30 00:00:00+00,9999,"N 53,GARLAND to LEIGHTON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,751
B5-008650,2015/01/31 00:00:00+00,1309,N 27 at VINE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,752
B5-007885,2015/01/28 00:00:00+00,2020,"NW 48,W HOLDREGE to W GARY GATELY",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,753
B5-007904,2015/01/28 00:00:00+00,2200,"OLD CHENEY,S 52 to S 56",INJURY H&R,SIDE SWIPE,2,2,NO,NO,NO,NO,NO,YES,NO,754
B5-008651,2015/01/31 00:00:00+00,9999,"D,S 2 to S 3",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,755
B5-008654,2015/01/31 00:00:00+00,1315,"S 27,KUCERA to STOCKWELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,756
B5-007911,2015/01/28 00:00:00+00,9999,UNKNOWN at -,NON-INJ,UNKNOWN,1,0,NO,NO,NO,NO,NO,YES,NO,757
B5-007987,2015/01/29 00:00:00+00,849,S 13 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,758
B5-008658,2015/01/31 00:00:00+00,1331,"P,N 12 to N 13",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,759
