RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B6-032320,2016/04/16 00:00:00+00,9999,6055 O at WHOLE FOODS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2445
B6-035795,2016/04/26 00:00:00+00,1500,555 S 70 at ST ELIZABETH HOS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2446
B6-030927,2016/04/05 00:00:00+00,1915,"N 70,HAVELOCK to PLATTE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,2447
B6-033774,2016/04/20 00:00:00+00,2317,"CLEVELAND,N 51 to N 52",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,2448
B6-032988,2016/04/18 00:00:00+00,1542,S 10 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2449
B6-032325,2016/04/16 00:00:00+00,1745,"HOMESTEAD EXP,ROSA PARKS WAY to W VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2450
B6-035838,2016/04/26 00:00:00+00,9999,1550 SOUTH at CVS LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2451
B6-030964,2016/04/12 00:00:00+00,2100,3015 S 70 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2452
B6-033775,2016/04/20 00:00:00+00,2320,N 33 at HOLDREGE,INJURY H&R,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2453
B6-032996,2016/04/18 00:00:00+00,9999,"N 42,X to Y",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2454
B6-032338,2016/04/16 00:00:00+00,1828,"S 52,HALLSHIRE to OLD CHENEY",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2455
B6-035847,2016/04/26 00:00:00+00,1716,"S 40,LINDEN to LOCUST",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,2456
B6-033792,2016/04/21 00:00:00+00,31,"N 31,T to U",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,2457
B6-030971,2016/04/12 00:00:00+00,2130,635 J at POLICE GARAGE,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,2458
B6-033017,2016/04/18 00:00:00+00,1656,OLD CHENEY at NEBR HWY,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,YES,NO,2459
B6-032341,2016/04/16 00:00:00+00,1831,"ENGLISH,S 52 to S 53",NON-INJ H&R,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,2460
B6-035848,2016/04/26 00:00:00+00,1713,"O,25 to 26",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2461
B6-030978,2016/04/12 00:00:00+00,2200,1550 S CODDINGTO at PARKING LOT,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,2462
B6-033019,2016/04/18 00:00:00+00,1709,S 70 at STERLING PL,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2463
B6-033830,2016/04/21 00:00:00+00,641,"N,S 27 to S 28",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,2464
B6-032353,2016/04/16 00:00:00+00,1915,"P,CENTENNIAL MALL to N 14",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2465
B6-035863,2016/04/26 00:00:00+00,9999,850 Q ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2466
B6-030979,2016/04/12 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2467
B6-033024,2016/04/18 00:00:00+00,1710,N 9 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2468
B6-033832,2016/04/21 00:00:00+00,711,"PIONEERS,S 33 to S GATE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2469
B6-032360,2016/04/16 00:00:00+00,1938,"S 13,K to L",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2470
B6-035874,2016/04/26 00:00:00+00,9999,WARLICK at HOMESTEAD EXP,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,2471
B6-031049,2016/04/13 00:00:00+00,730,21 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2472
B6-033028,2016/04/18 00:00:00+00,1728,"SALT CREEK RDWY,N ANTELOPE VALL to N 27 ACCESS",FATAL,HEAD ON,3,3,NO,NO,NO,NO,NO,YES,NO,2473
B6-033833,2016/04/21 00:00:00+00,715,"NW 12,W ADAMS to W CORNHUSKER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2474
B6-032363,2016/04/16 00:00:00+00,1950,"S 70,PIONEER WOODS DR to PIONEERS",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2475
B6-035890,2016/04/26 00:00:00+00,9999,"TICONDEROGA,N 27 to N 28",INJURY,,2,2,NO,NO,NO,NO,NO,YES,NO,2476
B6-031050,2016/04/13 00:00:00+00,735,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2477
B6-033834,2016/04/21 00:00:00+00,710,"S 9,HILL ST to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2478
B6-033030,2016/04/19 00:00:00+00,1700,"G,S 13 to S 14",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2479
B6-032367,2016/04/16 00:00:00+00,1830,"WASHINGTON,S 10 to S 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2480
B6-035897,2016/04/26 00:00:00+00,9999,"HARTLEY,GROVELAND to N 20",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2481
B6-031052,2016/04/13 00:00:00+00,752,S 37 at VAN DORN,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2482
B6-033838,2016/04/21 00:00:00+00,734,"O,14 to CENTENNIAL MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,2483
B6-033083,2016/04/18 00:00:00+00,745,"MORMON,NW 1 to NW 3",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2484
B6-032406,2016/04/16 00:00:00+00,2218,S 70 at SHAMROCK,NON-INJ,REAR END,4,1,NO,NO,NO,NO,NO,YES,NO,2485
B6-035916,2016/04/26 00:00:00+00,2151,"N 8,O to P",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2486
B6-031054,2016/04/13 00:00:00+00,810,"CORNHUSKER,N 35 to N 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2487
B6-033842,2016/04/21 00:00:00+00,755,S 14 at N,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2488
B6-033114,2016/04/19 00:00:00+00,2315,S 36 at D,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2489
B6-032493,2016/04/17 00:00:00+00,220,"NEWPORT,DEAD END to N 10",INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,2490
B6-035934,2016/04/26 00:00:00+00,2315,1701 SOUTH at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2491
B6-031056,2016/04/13 00:00:00+00,822,S 56 at ELKCREST,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2492
B6-033844,2016/04/21 00:00:00+00,800,STONEBROOK PKWY at ASTER RD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2493
B6-035985,2016/04/25 00:00:00+00,635,"PLATTE,N 65 to N 66",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2494
B6-033142,2016/04/19 00:00:00+00,130,"CORNHUSKER,I 180 to N 1",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,2495
B6-032501,2016/04/17 00:00:00+00,205,9 at O,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2496
B6-031070,2016/04/13 00:00:00+00,926,"OLD CHENEY,S 34 to VILLAGE BLVD",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2497
B6-033849,2016/04/20 00:00:00+00,9999,"W WASHINGTON,SW LACEY LN to SW 30",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2498
B6-035993,2016/04/27 00:00:00+00,726,"OLD CHENEY,S 45 to S 48",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,YES,NO,2499
B6-033160,2016/04/19 00:00:00+00,630,NW 7 at W LEON,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2500
B6-032547,2016/04/17 00:00:00+00,517,"NEBR HWY,S 40 to S 48",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2501
B6-031074,2016/04/13 00:00:00+00,352,3200 O at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,2502
B6-033851,2016/04/21 00:00:00+00,230,"BROWNING,S 31 to S 32",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2503
B6-035994,2016/04/27 00:00:00+00,734,"N 63,BALDWIN to MADISON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2504
B6-033174,2016/04/19 00:00:00+00,735,S 70 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2505
B6-032564,2016/04/17 00:00:00+00,705,N 44 at HUNTINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2506
B6-031094,2016/04/12 00:00:00+00,1130,2701 S 70 at VALENTINOS,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,2507
B6-033852,2016/04/21 00:00:00+00,900,N 84 at COLLEGE PARK RD,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,2508
B6-035995,2016/04/27 00:00:00+00,730,"PIONEERS,NEBR HWY to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2509
B6-033208,2016/04/19 00:00:00+00,930,3901 NORMAL BLVD at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2510
B6-032596,2016/04/17 00:00:00+00,1007,N 60 at ADAMS,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2511
B6-031111,2016/04/13 00:00:00+00,1230,"O,66 to 68",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2512
B6-033853,2016/04/21 00:00:00+00,900,"N 20,FAIRFIELD to HARTLEY",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,2513
B6-035996,2016/04/27 00:00:00+00,740,"G,S 8 to S 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2514
B6-033218,2016/04/19 00:00:00+00,1041,S 40 at OLD CHENEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2515
B6-032634,2016/04/17 00:00:00+00,1243,"S 42,LARKWOOD to PINEWOOD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2516
B6-031121,2016/04/13 00:00:00+00,1254,"O,56 to COTNER",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,2517
B6-033865,2016/04/21 00:00:00+00,920,"I 180,CORNHUSKER to SUPERIOR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2518
B6-035998,2016/04/27 00:00:00+00,745,"S 40,PAWNEE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2519
B6-033219,2016/04/19 00:00:00+00,1046,"N 84,WINDMILL DR to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2520
B6-032637,2016/04/17 00:00:00+00,1240,"S 27,JAMESON NORTH to OLD CHENEY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2521
B6-031128,2016/04/13 00:00:00+00,1315,OLD CHENEY at S 98,INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,2522
B6-033921,2016/04/21 00:00:00+00,9999,"N 61,DOBBINS to HOLDREGE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2523
B6-035999,2016/04/27 00:00:00+00,745,"S 27,LAUREL to SHERMAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2524
B6-033229,2016/04/19 00:00:00+00,1115,"O,56 to COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2525
B6-032638,2016/04/16 00:00:00+00,1730,"N 9,P to Q",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2526
B6-031131,2016/04/13 00:00:00+00,1330,N 48 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2527
B6-033927,2016/04/21 00:00:00+00,1242,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2528
B6-036000,2016/04/27 00:00:00+00,748,"HOLDREGE,LANCASTER to URBANA",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2529
B6-032645,2016/04/17 00:00:00+00,1325,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2530
B6-033233,2016/04/16 00:00:00+00,1300,"N 1,W BENTON to IRVING",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2531
B6-031155,2016/04/13 00:00:00+00,1350,7601 PIONEERS at ADV MED IMAGING,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2532
B6-033928,2016/04/21 00:00:00+00,1240,"S 84,EIGER DR to NEBR HWY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2533
B6-036002,2016/04/27 00:00:00+00,800,"S 40,PAWNEE to VAN DORN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2534
B6-033238,2016/04/19 00:00:00+00,1200,"N 9,P to Q",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2535
B6-032651,2016/04/17 00:00:00+00,1300,1340 K at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2536
B6-031157,2016/04/13 00:00:00+00,1450,"O,24 to 25",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2537
B6-033932,2016/04/21 00:00:00+00,1301,"S 27,PORTER RIDGE to TAMARIN RIDGE RD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2538
B6-036015,2016/04/27 00:00:00+00,810,S 13 at SOUTH,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2539
B6-032655,2016/04/17 00:00:00+00,1427,S 84 at OLD CHENEY,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2540
B6-033240,2016/04/19 00:00:00+00,1208,"N 56,FRANCIS to LEXINGTON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,2541
B6-031161,2016/04/13 00:00:00+00,1520,"A,REGENCY to S 70",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2542
B6-033947,2016/04/21 00:00:00+00,1353,CRESTLINE at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,2543
B6-036016,2016/04/27 00:00:00+00,758,"S 48,NEBR HWY to RENTWORTH DR",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2544
B6-032666,2016/04/17 00:00:00+00,1519,"O,17 to 18",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,2545
B6-033243,2016/04/19 00:00:00+00,9999,"S 15,ROSE to SUMNER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2546
B6-031172,2016/04/13 00:00:00+00,1556,"N 78,GARLAND to LEIGHTON",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2547
B6-033950,2016/04/21 00:00:00+00,1415,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2548
B6-036017,2016/04/27 00:00:00+00,825,"CALVERT,S 47 to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2549
B6-032676,2016/04/17 00:00:00+00,1550,N 9 at P,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,2550
B6-031176,2016/04/13 00:00:00+00,1555,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2551
B6-033297,2016/04/19 00:00:00+00,1505,"A,CAPITOL PKWY to CHAUTAUQUA",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,2552
B6-033951,2016/04/21 00:00:00+00,1625,N 84 at HOLDREGE,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,2553
B6-036019,2016/04/27 00:00:00+00,835,S 40 at SWEETBRIAR,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,2554
B6-033308,2016/04/19 00:00:00+00,9999,"SOUTH,S 19 to WORTHINGTON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2555
B6-031179,2016/04/13 00:00:00+00,1556,"N 56,HILLS DALE to X",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2556
B6-032682,2016/04/17 00:00:00+00,1600,1709 WASHINGTON at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2557
B6-033972,2016/04/21 00:00:00+00,1539,"O,48 to 50",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2558
B6-036036,2016/04/27 00:00:00+00,930,"N 63,DELHAY to MADISON",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,2559
B6-032693,2016/04/17 00:00:00+00,1645,"N 16,P to Q",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2560
B6-031187,2016/04/13 00:00:00+00,1557,700 N COTNER at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,2561
B6-033310,2016/04/19 00:00:00+00,1420,6031 S 58 ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2562
B6-036041,2016/04/27 00:00:00+00,900,"T,N 30 to N 31",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2563
B6-033973,2016/04/21 00:00:00+00,1530,HWY 34 at FALLBROOK BLVD,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2564
B6-032695,2016/04/17 00:00:00+00,1655,2600 S 58 at PARKING LOT,NON-INJ H&R,,4,0,NO,NO,NO,NO,NO,YES,NO,2565
B6-031195,2016/04/13 00:00:00+00,1640,"S 70,ALMIRA to PINE LAKE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2566
B6-033324,2016/04/19 00:00:00+00,1545,N 59 at AYLESWORTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2567
B6-033980,2016/04/17 00:00:00+00,9999,1601 F at -,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2568
B6-036097,2016/04/27 00:00:00+00,1125,"S 70,NORMAL to VAN DORN",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2569
B6-032701,2016/04/17 00:00:00+00,1723,"S 48,BRYSON to C",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2570
B6-031199,2016/04/13 00:00:00+00,1645,"SUN VALLEY,CHARLESTON to N 10",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2571
B6-033328,2016/04/19 00:00:00+00,1604,"PIONEERS,S 47 to S 48",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2572
B6-036119,2016/04/27 00:00:00+00,1250,S 16 at G,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,YES,2573
B6-033985,2016/04/21 00:00:00+00,1614,"VINE,N 16 to N 17",INJURY,TURNING,3,1,NO,NO,NO,NO,NO,NO,NO,2574
B6-032724,2016/04/17 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2575
B6-031204,2016/04/13 00:00:00+00,9999,840 FALLBROOK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2576
B6-033329,2016/04/19 00:00:00+00,1608,S 27 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2577
B6-036133,2016/04/25 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2578
B6-033989,2016/04/21 00:00:00+00,1620,"S 27,JAMESON NORTH to OLD CHENEY",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2579
B6-033334,2016/04/19 00:00:00+00,1605,855 S 8TH ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2580
B6-031207,2016/04/13 00:00:00+00,1650,N 14 at CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2581
B6-032801,2016/04/18 00:00:00+00,38,1942 NORTH GATE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2582
B6-034127,2016/04/21 00:00:00+00,2355,UNKNOWN at -,INJURY,UNKNOWN,1,1,NO,NO,YES,NO,NO,NO,NO,2583
B6-033992,2016/04/21 00:00:00+00,1629,"NORMAL,MYRTLE to S 48",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,2584
B6-031219,2016/04/10 00:00:00+00,9999,S 44 & S 40 at M & N,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2585
B6-033345,2016/04/19 00:00:00+00,1629,"OLD CHENEY,S 41 to ABBOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2586
B6-032809,2016/04/18 00:00:00+00,45,"N 28,FAIR to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2587
B6-033995,2016/04/21 00:00:00+00,1636,"O,2 to 3",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,2588
B6-033362,2016/04/19 00:00:00+00,1720,DUDLEY at N COTNER,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2589
B6-031236,2016/04/13 00:00:00+00,1842,"J,S 31 to S 32",INJURY,RAN OFF ROAD,5,1,NO,NO,NO,NO,NO,YES,NO,2590
B6-032810,2016/04/18 00:00:00+00,35,"N 3,FAIRFIELD to HARTLEY",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,2591
B6-033999,2016/04/21 00:00:00+00,1647,"NORMAL,MYRTLE to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2592
B6-033366,2016/04/19 00:00:00+00,1724,"A,CRESTLINE to TWIN RIDGE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2593
B6-031248,2016/04/13 00:00:00+00,1850,"S 27,A to WASHINGTON",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2594
B6-032846,2016/04/18 00:00:00+00,640,HOMESTEAD at W O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2595
B6-034001,2016/04/21 00:00:00+00,9999,"S 14,MOCKINGBIRD N to PINE LAKE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,2596
B6-031260,2016/04/13 00:00:00+00,1930,"P,N 56 to N COTNER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2597
B6-032847,2016/04/18 00:00:00+00,650,N 63 at MADISON,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2598
B6-033369,2016/04/19 00:00:00+00,1710,"N 25,LYNN to W",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2599
B6-034009,2016/04/21 00:00:00+00,1713,"N 70,HAVELOCK to PLATTE",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,2600
B6-034171,2016/04/22 00:00:00+00,740,GARLAND at AMMON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2601
B6-031424,2016/04/14 00:00:00+00,1105,"PINE LAKE,S 66 to S 70",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2602
B6-034770,2016/04/23 00:00:00+00,1835,N 10 at Q,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2603
B6-031264,2016/04/13 00:00:00+00,1200,"N 35,DUDLEY to STARR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2604
B6-034012,2016/04/21 00:00:00+00,9999,S 14 at OLD FARM,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2605
B6-032855,2016/04/18 00:00:00+00,745,"S 47,BANCROFT to CALVERT",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2606
B6-034178,2016/04/22 00:00:00+00,808,"CORNHUSKER,HAVELOCK to HWY 77",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,2607
B6-033415,2016/04/19 00:00:00+00,2003,TICONDEROGA at N 27,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2608
B6-031287,2016/04/13 00:00:00+00,2130,"S 27,CINDY to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2609
B6-031427,2016/04/14 00:00:00+00,1110,"NEBR HWY,PINE LAKE to S 70",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,2610
B6-034773,2016/04/23 00:00:00+00,1830,"HOLDREGE,N 33 to N 34",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,2611
B6-034014,2016/04/21 00:00:00+00,1720,"O,14 to CENTENNIAL MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2612
B6-032858,2016/04/18 00:00:00+00,9999,WILDROSE at NW 27,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2613
B6-034182,2016/04/21 00:00:00+00,2030,NW 1 at W HARVEST,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2614
B6-033427,2016/04/19 00:00:00+00,2051,"W BELMONT,N 1 to NW 4",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2615
B6-031302,2016/04/13 00:00:00+00,2240,"MILITARY,BESSIE to N ANTELOPE VALL",NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,2616
