SalePrice,Id,LotArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageArea,LotFrontage,1stFlrSF,YearBuilt,MasVnrArea,BsmtFinSF1,OpenPorchSF,WoodDeckSF,MoSold,YearRemodAdd,2ndFlrSF,OverallCond,GarageYrBlt,ScreenPorch,BsmtFinSF2
140000.0,201,8546,1121.0,1121.0,1121,440.0,80.0,1121,2003,0.0,0.0,64,132,3,2004,0,5,2003.0,0,0.0
171500.0,202,10125,276.0,1196.0,1279,473.0,75.0,1279,1977,0.0,641.0,83,238,2,1977,0,6,1980.0,0,279.0
112000.0,203,7000,0.0,617.0,1310,398.0,50.0,865,1924,0.0,617.0,0,0,5,1950,445,6,1924.0,0,0.0
149000.0,204,4438,186.0,848.0,848,420.0,69.30579531442663,848,2004,205.0,662.0,0,149,1,2004,0,5,2004.0,0,0.0
110000.0,205,3500,408.0,720.0,1284,240.0,50.0,720,1947,0.0,312.0,35,0,4,1950,564,7,1948.0,0,0.0
180500.0,206,11851,1424.0,1424.0,1442,500.0,99.0,1442,1990,0.0,0.0,34,0,5,1990,0,5,1990.0,0,0.0
143900.0,207,13673,1140.0,1140.0,1696,349.0,40.0,1696,1962,0.0,0.0,30,0,3,1962,0,5,1962.0,0,0.0
141000.0,208,12493,375.0,1100.0,1100,312.0,69.30579531442663,1100,1960,0.0,419.0,0,355,4,1960,0,5,1960.0,0,306.0
277000.0,209,14364,92.0,1157.0,2062,454.0,69.30579531442663,1180,1988,128.0,1065.0,55,60,4,1989,882,5,1988.0,154,0.0
145000.0,210,8250,305.0,1092.0,1092,504.0,75.0,1092,1964,260.0,787.0,0,0,7,1964,0,7,1964.0,0,0.0
98000.0,211,5604,396.0,864.0,864,0.0,67.0,864,1925,0.0,468.0,0,0,4,1950,0,6,0.0,0,0.0
186000.0,212,10420,1176.0,1212.0,1212,460.0,83.0,1212,2009,0.0,36.0,22,100,3,2009,0,5,2009.0,0,0.0
252678.0,213,8640,78.0,900.0,1852,644.0,72.0,932,2009,0.0,822.0,108,168,7,2009,920,5,2009.0,0,0.0
156000.0,214,13568,274.0,990.0,990,576.0,43.0,990,1995,0.0,716.0,0,224,7,1995,0,5,1996.0,0,0.0
161750.0,215,10900,311.0,689.0,1392,299.0,69.30579531442663,689,1977,153.0,378.0,36,0,3,1977,703,7,1977.0,0,0.0
134450.0,216,10011,710.0,1070.0,1236,447.0,72.0,1236,1957,64.0,360.0,0,0,5,1996,0,6,1957.0,0,0.0
210000.0,217,8450,490.0,1436.0,1436,484.0,65.0,1436,2004,266.0,946.0,98,139,4,2004,0,5,2004.0,0,0.0
107000.0,218,9906,686.0,686.0,1328,210.0,57.0,810,1925,0.0,0.0,172,0,9,1950,518,4,1940.0,0,0.0
311500.0,219,15660,457.0,798.0,1954,431.0,69.30579531442663,1137,1939,312.0,341.0,119,0,5,2006,817,9,1939.0,0,0.0
167240.0,220,3010,1232.0,1248.0,1248,438.0,43.0,1248,2005,16.0,16.0,0,108,3,2006,0,5,2005.0,0,0.0
204900.0,221,8990,1498.0,1498.0,1498,675.0,73.0,1498,2006,0.0,0.0,33,351,4,2006,0,5,2006.0,0,0.0
200000.0,222,8068,1010.0,1010.0,2267,390.0,69.30579531442663,1010,2002,0.0,0.0,46,120,12,2002,1257,5,2002.0,0,0.0
179900.0,223,11475,163.0,713.0,1552,434.0,85.0,811,1975,0.0,550.0,208,209,2,1975,741,6,1975.0,0,0.0
97000.0,224,10500,160.0,864.0,864,576.0,70.0,864,1971,0.0,524.0,0,216,3,1971,0,6,1989.0,0,180.0
386250.0,225,13472,2336.0,2392.0,2392,968.0,103.0,2392,2003,922.0,56.0,105,248,6,2003,0,5,2003.0,0,0.0
112000.0,226,1680,630.0,630.0,1302,280.0,21.0,630,1971,142.0,0.0,0,0,5,1971,672,5,1991.0,0,0.0
290000.0,227,9950,638.0,1203.0,2520,721.0,82.0,1214,1995,290.0,565.0,114,224,6,1995,1306,5,1995.0,0,0.0
106000.0,228,1869,162.0,483.0,987,280.0,21.0,483,1970,127.0,321.0,0,0,9,1970,504,6,1987.0,0,0.0
125000.0,229,8521,70.0,912.0,912,336.0,70.0,912,1967,0.0,842.0,0,0,5,1967,0,5,1974.0,0,0.0
192500.0,230,3182,1357.0,1373.0,1555,430.0,43.0,1555,2005,16.0,16.0,20,143,5,2006,0,5,2005.0,0,0.0
148000.0,231,8760,1194.0,1194.0,1194,312.0,73.0,1194,1959,220.0,0.0,0,0,4,1959,0,6,1959.0,0,0.0
403000.0,232,15138,773.0,1462.0,2794,810.0,174.0,1490,1995,506.0,689.0,146,0,7,1996,1304,5,1995.0,0,0.0
94500.0,233,1680,483.0,483.0,987,288.0,21.0,483,1972,297.0,0.0,0,0,6,1972,504,5,1972.0,0,0.0
128200.0,234,10650,0.0,894.0,894,308.0,75.0,894,1976,0.0,182.0,0,365,2,1976,0,6,1976.0,0,712.0
216500.0,235,7851,235.0,860.0,1960,440.0,69.30579531442663,860,2002,0.0,625.0,48,288,5,2002,1100,5,2002.0,0,0.0
89500.0,236,1680,125.0,483.0,987,264.0,21.0,483,1971,604.0,358.0,0,0,8,1971,504,3,1971.0,0,0.0
185500.0,237,8773,1390.0,1414.0,1414,494.0,65.0,1414,2004,98.0,24.0,105,132,5,2004,0,5,2004.0,0,0.0
194500.0,238,9453,594.0,996.0,1744,457.0,69.30579531442663,1014,1993,0.0,402.0,70,370,2,2003,730,7,1993.0,0,0.0
318000.0,239,12030,1694.0,1694.0,1694,818.0,93.0,1694,2007,254.0,0.0,228,168,12,2007,0,5,2007.0,0,0.0
113000.0,240,8741,641.0,735.0,1487,220.0,52.0,798,1945,0.0,94.0,140,0,4,1950,689,4,1949.0,0,0.0
262500.0,241,9000,488.0,1566.0,1566,750.0,75.0,1566,2008,36.0,1078.0,168,144,4,2008,0,5,2008.0,0,0.0
110500.0,242,3880,357.0,686.0,866,0.0,40.0,866,1945,0.0,329.0,42,58,8,1997,0,9,0.0,0,0.0
79000.0,243,5000,540.0,540.0,1440,352.0,63.0,889,1900,0.0,0.0,0,0,4,1950,551,4,1940.0,0,0.0
120000.0,244,10762,626.0,626.0,1217,288.0,75.0,626,1980,0.0,0.0,28,0,4,1980,591,6,1980.0,0,0.0
205000.0,245,8880,253.0,948.0,2110,463.0,69.30579531442663,1222,1994,0.0,695.0,130,0,5,2002,888,5,1994.0,0,0.0
241500.0,246,10400,916.0,1845.0,1872,604.0,80.0,1872,1988,102.0,929.0,39,197,6,1988,0,5,1988.0,0,0.0
137000.0,247,9142,1020.0,1020.0,1928,440.0,69.0,908,1910,0.0,0.0,60,0,4,1950,1020,8,1910.0,0,0.0
140000.0,248,11310,1367.0,1367.0,1375,451.0,75.0,1375,1954,0.0,0.0,30,0,6,1954,0,5,1954.0,0,0.0
180000.0,249,11317,840.0,840.0,1668,500.0,72.0,840,2003,101.0,0.0,68,144,9,2003,828,5,2003.0,0,0.0
277000.0,250,159000,747.0,1444.0,2144,389.0,69.30579531442663,1444,1958,472.0,697.0,98,0,6,2006,700,7,1958.0,0,0.0
76500.0,251,5350,728.0,728.0,1306,0.0,55.0,1306,1940,0.0,0.0,0,263,5,1966,0,2,0.0,0,0.0
235000.0,252,4750,0.0,1573.0,1625,538.0,44.0,1625,2006,481.0,1573.0,0,123,12,2007,0,5,2006.0,153,0.0
173000.0,253,8366,798.0,798.0,1640,520.0,65.0,798,2004,0.0,0.0,45,138,12,2004,842,5,2004.0,0,0.0
158000.0,254,9350,452.0,1302.0,1302,309.0,85.0,1302,1964,108.0,270.0,0,333,10,1991,0,7,1964.0,0,580.0
145000.0,255,8400,392.0,1314.0,1314,294.0,70.0,1314,1957,0.0,922.0,0,250,6,1957,0,6,1957.0,0,0.0
230000.0,256,8738,975.0,975.0,2291,429.0,66.0,1005,1999,302.0,0.0,0,192,2,1999,1286,5,1999.0,0,0.0
207500.0,257,8791,361.0,864.0,1728,673.0,64.0,864,2003,0.0,503.0,56,216,5,2003,864,5,2003.0,0,0.0
220000.0,258,8814,270.0,1604.0,1604,660.0,68.0,1604,2006,180.0,1334.0,110,123,3,2006,0,5,2006.0,0,0.0
231500.0,259,12435,602.0,963.0,1792,564.0,80.0,963,2001,172.0,361.0,96,0,5,2001,829,5,2001.0,0,0.0
97000.0,260,12702,0.0,0.0,882,308.0,70.0,882,1956,0.0,0.0,45,0,12,1956,0,5,1956.0,0,0.0
176000.0,261,19296,0.0,1362.0,1382,884.0,120.0,1382,1962,399.0,672.0,0,0,5,1962,0,5,1991.0,0,690.0
276000.0,262,9588,1482.0,1482.0,2574,868.0,69.0,1482,2007,270.0,0.0,148,0,11,2007,1092,5,2007.0,0,0.0
151000.0,263,8471,0.0,506.0,1212,492.0,88.0,1212,1977,46.0,506.0,12,292,7,1995,0,7,1978.0,0,0.0
130000.0,264,5500,0.0,926.0,1316,484.0,50.0,926,1929,0.0,234.0,0,0,4,2001,0,7,1974.0,0,692.0
73000.0,265,5232,680.0,680.0,764,504.0,30.0,764,1925,0.0,0.0,0,0,6,2004,0,5,1965.0,0,0.0
175500.0,266,12090,606.0,1422.0,1422,576.0,78.0,1422,1981,210.0,588.0,0,276,6,1981,0,6,1981.0,0,228.0
185000.0,267,11207,88.0,802.0,1511,413.0,70.0,802,1997,0.0,714.0,75,95,6,1997,709,5,1997.0,0,0.0
179500.0,268,8400,342.0,720.0,2192,240.0,60.0,1052,1939,0.0,378.0,24,262,7,1997,720,8,1939.0,0,0.0
120500.0,269,6900,212.0,740.0,778,924.0,71.0,778,1940,0.0,403.0,25,0,2,1955,0,6,1966.0,0,125.0
148000.0,270,7917,392.0,1143.0,1113,504.0,69.30579531442663,1113,1976,174.0,751.0,30,370,5,1976,0,7,1987.0,0,0.0
266000.0,271,10728,1095.0,1095.0,1939,1053.0,84.0,1095,2006,0.0,0.0,51,192,8,2006,844,5,2006.0,0,0.0
241500.0,272,39104,96.0,1385.0,1363,439.0,73.0,1363,1954,0.0,226.0,0,81,4,2005,0,7,1954.0,0,1063.0
290000.0,273,11764,628.0,1152.0,2270,671.0,92.0,1164,1999,348.0,524.0,57,132,4,2007,1106,7,1999.0,0,0.0
139000.0,274,9600,0.0,1240.0,1632,338.0,80.0,1632,1958,183.0,620.0,0,289,4,1988,0,6,1958.0,0,620.0
124500.0,275,8314,270.0,816.0,816,264.0,76.0,816,1982,0.0,546.0,0,168,6,1982,0,7,1982.0,0,0.0
205000.0,276,7264,952.0,952.0,1548,672.0,55.0,952,1925,0.0,0.0,0,74,10,2007,596,7,1978.0,144,0.0
201000.0,277,9196,1560.0,1560.0,1560,573.0,129.0,1560,2003,0.0,0.0,150,100,4,2003,0,5,2003.0,0,0.0
141000.0,278,19138,744.0,864.0,864,400.0,140.0,864,1951,0.0,120.0,0,0,6,1951,0,5,1951.0,0,0.0
415298.0,279,14450,2121.0,2121.0,2121,732.0,107.0,2121,2006,315.0,0.0,98,124,5,2007,0,5,2007.0,142,0.0
192000.0,280,10005,768.0,1160.0,2022,505.0,83.0,1156,1977,299.0,392.0,117,288,3,1977,866,5,1977.0,0,0.0
228500.0,281,11287,386.0,807.0,1982,575.0,82.0,1175,1989,340.0,421.0,84,0,1,1989,807,6,1989.0,0,0.0
185000.0,282,7200,357.0,1262.0,1262,572.0,60.0,1262,2006,68.0,905.0,120,0,5,2006,0,5,2006.0,0,0.0
207500.0,283,5063,410.0,1314.0,1314,626.0,34.0,1314,2007,166.0,904.0,62,172,4,2008,0,5,2008.0,0,0.0
244600.0,284,9612,1468.0,1468.0,1468,898.0,74.0,1468,2008,72.0,0.0,150,210,12,2009,0,5,2008.0,0,0.0
179200.0,285,8012,1145.0,1575.0,1575,529.0,50.0,1575,1992,0.0,430.0,0,0,7,1992,0,5,1992.0,0,0.0
164700.0,286,4251,625.0,625.0,1250,528.0,35.0,625,2006,0.0,0.0,54,0,6,2007,625,5,2006.0,0,0.0
159000.0,287,9786,312.0,912.0,1734,440.0,77.0,1085,1962,0.0,600.0,0,0,6,1981,649,7,1962.0,128,0.0
88000.0,288,8125,244.0,858.0,858,0.0,69.30579531442663,858,1971,0.0,614.0,0,0,6,1971,0,4,0.0,0,0.0
122000.0,289,9819,432.0,882.0,900,280.0,69.30579531442663,900,1967,31.0,450.0,0,0,2,1967,0,5,1970.0,0,0.0
153575.0,290,8730,698.0,698.0,1396,384.0,60.0,698,1915,0.0,0.0,0,0,7,2003,698,7,2003.0,259,0.0
233230.0,291,15611,1079.0,1079.0,1919,685.0,120.0,1079,2006,0.0,0.0,51,0,7,2006,840,5,2006.0,0,0.0
135900.0,292,5687,570.0,780.0,1716,0.0,55.0,936,1912,0.0,210.0,184,0,3,2000,780,6,0.0,0,0.0
131000.0,293,11409,476.0,768.0,1716,281.0,60.0,1148,1949,0.0,292.0,0,0,1,2008,568,4,1949.0,160,0.0
235000.0,294,16659,0.0,795.0,2263,539.0,69.30579531442663,1468,1977,34.0,795.0,250,0,3,1994,795,7,1977.0,0,0.0
167000.0,295,9600,131.0,1416.0,1644,418.0,80.0,1644,1953,238.0,1285.0,0,110,10,1953,0,5,1953.0,0,0.0
142500.0,296,7937,184.0,1003.0,1003,588.0,37.0,1003,1984,0.0,819.0,0,120,3,1984,0,6,1984.0,0,0.0
152000.0,297,13710,490.0,910.0,1558,282.0,75.0,910,1950,0.0,420.0,0,289,6,1950,648,5,1950.0,0,0.0
239000.0,298,7399,326.0,975.0,1950,576.0,66.0,975,1997,1600.0,649.0,10,0,6,1998,975,5,1997.0,198,0.0
175000.0,299,11700,143.0,702.0,1743,539.0,90.0,1041,1968,365.0,384.0,0,224,6,1968,702,6,1968.0,0,175.0
158500.0,300,14000,1092.0,1092.0,1152,300.0,80.0,1152,1950,0.0,0.0,36,0,8,2004,0,8,1950.0,0,0.0
157000.0,301,15750,324.0,1165.0,1336,375.0,90.0,1336,1953,56.0,841.0,0,0,6,1953,0,5,1953.0,0,0.0
267000.0,302,16226,747.0,1028.0,2452,683.0,66.0,1210,1998,0.0,281.0,50,208,5,1999,1242,5,1998.0,0,0.0
205000.0,303,13704,1541.0,1541.0,1541,843.0,118.0,1541,2001,150.0,0.0,81,468,1,2002,0,5,2001.0,0,0.0
149900.0,304,9800,0.0,894.0,894,552.0,70.0,894,1972,0.0,894.0,0,256,7,1972,0,7,1975.0,0,0.0
295000.0,305,18386,1470.0,1470.0,3493,870.0,87.0,1675,1880,0.0,0.0,0,302,5,2002,1818,9,2003.0,0,0.0
305900.0,306,10386,536.0,2000.0,2000,888.0,80.0,2000,2004,246.0,1464.0,0,168,7,2005,0,5,2004.0,0,0.0
225000.0,307,13474,0.0,700.0,2243,746.0,116.0,1122,1990,246.0,700.0,44,127,6,1991,1121,5,1990.0,0,0.0
89500.0,308,7920,319.0,319.0,1406,0.0,69.30579531442663,1035,1920,0.0,0.0,144,0,3,1950,371,7,0.0,0,0.0
82500.0,309,12342,599.0,861.0,861,539.0,69.30579531442663,861,1940,0.0,262.0,0,158,3,1950,0,5,1961.0,0,0.0
360000.0,310,12378,622.0,1896.0,1944,708.0,90.0,1944,2003,0.0,1274.0,175,208,11,2004,0,5,2003.0,0,0.0
165600.0,311,7685,179.0,697.0,1501,420.0,69.30579531442663,697,1993,112.0,518.0,63,190,5,1994,804,5,1993.0,0,0.0
132000.0,312,8000,292.0,972.0,972,240.0,50.0,972,1948,0.0,680.0,0,0,5,2002,0,6,1948.0,0,0.0
119900.0,313,7800,286.0,793.0,1118,410.0,65.0,793,1939,0.0,507.0,0,0,5,1950,325,7,1939.0,271,0.0
375000.0,314,215245,80.0,2136.0,2036,513.0,150.0,2036,1965,0.0,1236.0,0,0,6,1965,0,5,1965.0,0,820.0
178000.0,315,9600,712.0,728.0,1641,546.0,60.0,832,1925,0.0,16.0,0,0,8,1990,809,7,1925.0,0,0.0
188500.0,316,7795,291.0,716.0,1432,432.0,71.0,716,2004,0.0,425.0,51,100,7,2005,716,5,2004.0,0,0.0
260000.0,317,13005,153.0,845.0,2353,484.0,94.0,1153,1980,278.0,692.0,195,288,8,1980,1200,7,1983.0,0,0.0
270000.0,318,9000,1088.0,1088.0,1959,1025.0,75.0,1088,2006,0.0,0.0,46,208,12,2006,871,5,2006.0,0,0.0
260000.0,319,9900,360.0,1347.0,2646,656.0,90.0,1372,1993,256.0,987.0,60,340,4,1993,1274,5,1993.0,0,0.0
187500.0,320,14115,336.0,1372.0,1472,588.0,69.30579531442663,1472,1980,225.0,1036.0,48,233,6,1980,0,5,1980.0,0,0.0
342643.0,321,16259,1249.0,1249.0,2596,840.0,111.0,1249,2006,370.0,0.0,154,240,9,2006,1347,5,2006.0,0,0.0
354000.0,322,12099,166.0,1136.0,2468,872.0,99.0,1136,2004,388.0,970.0,154,184,6,2004,1332,5,2004.0,0,0.0
301000.0,323,10380,0.0,1502.0,2730,576.0,86.0,1553,1986,172.0,28.0,96,201,8,1987,1177,5,1987.0,0,1474.0
126175.0,324,5820,906.0,1162.0,1163,220.0,49.0,1163,1955,0.0,256.0,98,142,7,2005,0,8,1955.0,0,0.0
242000.0,325,11275,710.0,710.0,2978,564.0,96.0,1898,1967,300.0,0.0,0,240,6,2007,1080,7,1961.0,0,0.0
87000.0,326,5000,604.0,720.0,803,360.0,50.0,803,1941,0.0,116.0,0,0,12,1950,0,6,1941.0,0,0.0
324000.0,327,10846,100.0,1719.0,1719,473.0,32.0,1719,1993,0.0,1619.0,30,122,5,1993,0,5,1993.0,0,0.0
145250.0,328,11600,818.0,1383.0,1383,292.0,80.0,1383,1960,175.0,565.0,45,0,4,1960,0,5,1960.0,0,0.0
214500.0,329,11888,844.0,844.0,2134,441.0,69.30579531442663,1445,1916,0.0,0.0,60,0,7,1994,689,6,1930.0,0,0.0
78000.0,330,6402,596.0,596.0,1192,189.0,60.0,596,1920,0.0,0.0,0,0,7,1950,596,5,1920.0,0,0.0
119000.0,331,10624,1424.0,1728.0,1728,352.0,69.30579531442663,1728,1964,84.0,40.0,0,155,11,1964,0,4,2002.0,0,264.0
139000.0,332,8176,210.0,1056.0,1056,308.0,70.0,1056,1958,0.0,846.0,0,0,8,1992,0,6,1958.0,0,0.0
284000.0,333,10655,1603.0,3206.0,1629,880.0,85.0,1629,2003,296.0,1124.0,0,0,10,2004,0,5,2003.0,0,479.0
207000.0,334,8198,638.0,1358.0,1358,484.0,59.0,1358,2004,146.0,720.0,30,192,7,2004,0,5,2004.0,0,0.0
192000.0,335,9042,115.0,943.0,1638,472.0,59.0,943,1998,0.0,828.0,38,100,7,1998,695,5,1998.0,0,0.0
228950.0,336,164660,103.0,1499.0,1786,529.0,69.30579531442663,1619,1965,0.0,1249.0,0,670,8,1965,167,6,1965.0,0,147.0
377426.0,337,14157,673.0,1922.0,1922,676.0,86.0,1922,2005,200.0,1249.0,51,178,7,2006,0,5,2005.0,0,0.0
214000.0,338,9135,726.0,1536.0,1536,532.0,70.0,1536,2002,113.0,810.0,74,192,12,2003,0,5,2002.0,0,0.0
202500.0,339,14145,995.0,1208.0,1621,440.0,91.0,1621,1984,0.0,213.0,45,108,5,1998,0,7,1984.0,0,0.0
155000.0,340,12400,630.0,1215.0,1215,297.0,66.0,1215,1958,176.0,585.0,0,0,6,1998,0,7,1958.0,234,0.0
202900.0,341,14191,967.0,967.0,1908,431.0,85.0,993,2002,0.0,0.0,0,135,4,2002,915,5,2002.0,0,0.0
82000.0,342,8400,721.0,721.0,841,294.0,60.0,841,1950,0.0,0.0,0,250,9,1950,0,4,1950.0,0,0.0
87500.0,343,8544,0.0,0.0,1040,400.0,69.30579531442663,1040,1949,340.0,0.0,0,0,5,1950,0,4,1949.0,0,0.0
266000.0,344,8849,1656.0,1684.0,1684,564.0,63.0,1684,2005,616.0,28.0,72,495,7,2005,0,5,2005.0,0,0.0
85000.0,345,2592,175.0,536.0,1112,336.0,36.0,536,1976,0.0,129.0,0,182,4,1976,576,3,1976.0,0,232.0
140200.0,346,6435,972.0,972.0,1577,312.0,65.0,972,1939,0.0,0.0,0,0,10,1950,605,5,1939.0,0,0.0
151500.0,347,12772,460.0,958.0,958,301.0,69.30579531442663,958,1960,0.0,498.0,0,0,4,1998,0,8,1960.0,0,0.0
157500.0,348,17600,208.0,1478.0,1478,498.0,69.30579531442663,1478,1960,30.0,1270.0,40,0,12,1960,0,5,1960.0,0,0.0
154000.0,349,2448,191.0,764.0,1626,474.0,36.0,764,2003,106.0,573.0,27,0,10,2004,862,5,2003.0,0,0.0
437154.0,350,20431,438.0,1848.0,2728,706.0,56.0,1848,2005,870.0,1410.0,0,0,4,2006,880,5,2006.0,0,0.0
318061.0,351,7820,1869.0,1869.0,1869,617.0,68.0,1869,2007,362.0,0.0,54,210,12,2007,0,5,2007.0,0,0.0
190000.0,352,5271,371.0,1453.0,1453,445.0,69.30579531442663,1453,1986,0.0,1082.0,80,0,12,1986,0,5,1986.0,184,0.0
95000.0,353,9084,0.0,616.0,1111,200.0,60.0,616,1941,0.0,236.0,0,48,3,1950,495,6,1941.0,0,380.0
105900.0,354,8520,624.0,624.0,720,484.0,60.0,720,1928,0.0,0.0,0,106,5,2003,0,8,2005.0,0,0.0
140000.0,355,8400,552.0,940.0,1595,240.0,60.0,1192,1940,0.0,388.0,0,0,6,2000,403,5,1940.0,0,0.0
177500.0,356,11249,322.0,1200.0,1200,521.0,105.0,1200,1995,0.0,334.0,26,0,8,1995,0,5,1995.0,0,544.0
173000.0,357,9248,598.0,1158.0,1167,400.0,69.30579531442663,1167,1992,106.0,560.0,26,120,7,1992,0,6,1992.0,0,0.0
134000.0,358,4224,268.0,1142.0,1142,528.0,44.0,1142,1976,0.0,874.0,90,536,8,1976,0,5,1976.0,0,0.0
130000.0,359,6930,468.0,1062.0,1352,288.0,92.0,1352,1958,120.0,300.0,0,168,7,1958,0,4,1958.0,0,294.0
280000.0,360,12011,130.0,1086.0,1924,592.0,78.0,1086,1998,530.0,956.0,75,208,6,1998,838,5,1998.0,374,0.0
156000.0,361,7540,115.0,888.0,912,470.0,69.30579531442663,912,1978,0.0,773.0,0,0,6,1978,0,6,1978.0,192,0.0
145000.0,362,9144,484.0,883.0,1505,240.0,69.30579531442663,988,1940,0.0,399.0,0,0,7,1982,517,5,1940.0,0,0.0
198500.0,363,7301,0.0,0.0,1922,672.0,64.0,495,2003,500.0,0.0,0,0,7,2003,1427,5,2003.0,0,0.0
118000.0,364,1680,321.0,483.0,987,264.0,21.0,483,1972,510.0,162.0,0,250,5,2007,504,8,1972.0,0,0.0
190000.0,365,18800,84.0,796.0,1574,566.0,69.30579531442663,790,1976,120.0,712.0,111,306,7,1976,784,5,1976.0,0,0.0
147000.0,366,10690,216.0,672.0,1344,468.0,59.0,672,1920,0.0,456.0,128,0,7,1997,672,7,1964.0,0,0.0
159000.0,367,9500,785.0,1394.0,1394,514.0,69.30579531442663,1394,1963,247.0,609.0,76,0,7,1963,0,5,1963.0,185,0.0
165000.0,368,9150,728.0,1099.0,1431,296.0,101.0,1431,1962,305.0,371.0,110,64,12,1962,0,5,1962.0,0,0.0
132000.0,369,7800,728.0,1268.0,1268,244.0,78.0,1268,1954,200.0,540.0,98,0,3,1954,0,6,1954.0,0,0.0
162000.0,370,9830,733.0,1063.0,1287,576.0,69.30579531442663,1287,1959,0.0,72.0,17,364,3,2006,0,7,1997.0,182,258.0
172400.0,371,8121,953.0,953.0,1664,460.0,69.30579531442663,953,2000,0.0,0.0,40,100,1,2000,711,5,2000.0,0,0.0
134432.0,372,17120,0.0,0.0,1588,680.0,80.0,1120,1959,0.0,0.0,59,0,7,1959,468,4,1991.0,0,0.0
125000.0,373,7175,0.0,744.0,752,264.0,50.0,752,1984,0.0,623.0,0,353,2,1984,0,5,1984.0,90,121.0
123000.0,374,10634,0.0,608.0,1319,270.0,79.0,1319,1953,0.0,428.0,0,66,11,1953,0,6,1953.0,0,180.0
219500.0,375,8200,847.0,847.0,1928,434.0,65.0,847,2003,0.0,0.0,48,100,7,2004,1081,5,2003.0,0,0.0
61000.0,376,10020,333.0,683.0,904,0.0,69.30579531442663,904,1922,0.0,350.0,0,0,3,1950,0,1,0.0,0,0.0
148000.0,377,8846,572.0,870.0,914,576.0,57.0,914,1996,0.0,298.0,0,0,7,1996,0,5,1998.0,0,0.0
340000.0,378,11143,1580.0,1580.0,2466,610.0,102.0,1580,2004,0.0,0.0,214,159,12,2005,886,5,2004.0,0,0.0
394432.0,379,11394,411.0,1856.0,1856,834.0,88.0,1856,2010,350.0,1445.0,0,113,6,2010,0,2,2010.0,0,0.0
179000.0,380,8123,982.0,982.0,1800,463.0,60.0,1007,2000,16.0,0.0,63,100,6,2000,793,5,2000.0,0,0.0
127000.0,381,5000,808.0,1026.0,1691,308.0,50.0,1026,1924,0.0,218.0,0,0,5,1950,665,6,1924.0,0,0.0
187750.0,382,7200,1293.0,1293.0,1301,572.0,60.0,1301,2006,0.0,0.0,121,216,8,2006,0,5,2006.0,0,0.0
213500.0,383,9245,939.0,939.0,1797,639.0,79.0,939,2006,0.0,0.0,53,144,4,2006,858,5,2006.0,0,0.0
76000.0,384,9000,784.0,784.0,784,360.0,60.0,784,1928,0.0,0.0,0,0,10,1950,0,3,1950.0,0,0.0
240000.0,385,53107,595.0,1580.0,1953,501.0,69.30579531442663,1079,1992,0.0,985.0,231,216,6,1992,874,5,1992.0,0,0.0
192000.0,386,3182,1232.0,1256.0,1269,430.0,43.0,1269,2004,16.0,24.0,20,146,4,2005,0,5,2004.0,144,0.0
81000.0,387,8410,658.0,658.0,1184,0.0,58.0,658,1910,0.0,0.0,151,0,5,1996,526,3,0.0,0,0.0
125000.0,388,7200,410.0,1041.0,1125,352.0,72.0,1125,1976,255.0,631.0,0,296,10,1976,0,6,1977.0,0,0.0
191000.0,389,9382,1468.0,1468.0,1479,577.0,93.0,1479,1999,125.0,0.0,25,120,7,2000,0,5,1999.0,0,0.0
426000.0,390,12474,402.0,1682.0,2332,846.0,96.0,1742,2007,272.0,1280.0,134,196,8,2008,590,5,2008.0,0,0.0
119000.0,391,8405,229.0,861.0,1367,384.0,50.0,961,1900,0.0,241.0,130,0,4,1950,406,8,1978.0,0,391.0
215000.0,392,12209,114.0,804.0,1961,560.0,71.0,804,2001,0.0,690.0,192,125,6,2002,1157,5,2001.0,0,0.0
106500.0,393,8339,0.0,0.0,882,294.0,69.30579531442663,882,1959,0.0,0.0,0,0,7,1959,0,7,1959.0,0,0.0
100000.0,394,7446,522.0,788.0,788,0.0,69.30579531442663,788,1941,0.0,266.0,0,0,4,1950,0,5,0.0,0,0.0
109000.0,395,10134,735.0,735.0,1034,240.0,60.0,735,1940,0.0,0.0,39,0,7,1950,299,6,1940.0,0,0.0
129000.0,396,9571,405.0,1144.0,1144,596.0,68.0,1144,1956,0.0,739.0,0,44,6,1956,0,6,1956.0,0,0.0
123000.0,397,7200,117.0,894.0,894,600.0,60.0,894,1972,0.0,777.0,0,215,9,1972,0,5,1985.0,0,0.0
169500.0,398,7590,324.0,864.0,1812,264.0,69.0,876,1962,288.0,540.0,168,0,7,1962,936,5,1962.0,0,0.0
67000.0,399,8967,961.0,961.0,1077,338.0,60.0,1077,1920,0.0,0.0,0,0,11,1950,0,2,1920.0,0,0.0
241000.0,400,8125,280.0,1092.0,1550,438.0,65.0,1112,2006,100.0,812.0,168,0,10,2007,438,5,2007.0,0,0.0
245500.0,401,14963,474.0,1260.0,1288,500.0,38.0,1288,1996,0.0,786.0,30,120,12,1996,0,5,1996.0,224,0.0
164990.0,402,8767,1286.0,1310.0,1310,400.0,65.0,1310,2005,0.0,24.0,0,0,7,2005,0,5,2005.0,0,0.0
108000.0,403,10200,672.0,672.0,672,240.0,60.0,672,1940,0.0,0.0,0,168,8,1997,0,8,1940.0,0,0.0
