OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,SalePrice
7,2003,2003,4.0,4.0,812.0,812,1653,2,4.0,6,0.0,2.0,2.0,628.0,0.0
7,2007,2007,4.0,4.0,1218.0,1218,1218,1,4.0,6,0.0,2.0,2.0,576.0,0.0
7,2006,2006,4.0,4.0,1141.0,1141,1141,1,4.0,6,0.0,2.0,2.0,484.0,0.0
6,2004,2004,3.0,4.0,1158.0,1158,1158,1,4.0,5,0.0,0.0,0.0,0.0,0.0
7,2004,2004,4.0,4.0,835.0,871,1812,2,4.0,8,0.0,2.0,2.0,478.0,0.0
8,2004,2004,4.0,4.0,1512.0,1512,1512,2,4.0,6,0.0,2.0,3.0,845.0,0.0
7,2004,2005,4.0,4.0,1114.0,1114,1114,1,4.0,6,0.0,1.0,2.0,576.0,0.0
5,2004,2004,3.0,4.0,1114.0,1114,1114,1,4.0,6,0.0,0.0,0.0,0.0,0.0
5,2003,2004,3.0,4.0,1114.0,1114,1114,2,4.0,6,0.0,1.0,2.0,576.0,0.0
7,2008,2009,4.0,4.0,1450.0,1450,1450,2,4.0,6,0.0,2.0,3.0,788.0,0.0
7,1996,1997,4.0,4.0,913.0,913,2122,2,4.0,8,3.0,2.0,2.0,559.0,0.0
6,1992,1992,4.0,4.0,816.0,833,1730,2,4.0,6,0.0,2.0,2.0,528.0,0.0
6,1990,1991,4.0,4.0,1332.0,1332,1332,2,4.0,5,0.0,2.0,2.0,542.0,0.0
7,1994,1994,4.0,4.0,754.0,754,1540,2,4.0,6,0.0,2.0,2.0,495.0,0.0
6,1986,1986,3.0,4.0,676.0,698,1400,2,3.0,6,0.0,2.0,2.0,465.0,0.0
6,1981,1981,3.0,0.0,0.0,964,1882,2,3.0,8,3.0,1.0,2.0,612.0,0.0
5,1962,1962,3.0,3.0,980.0,980,980,1,3.0,5,0.0,1.0,2.0,400.0,0.0
5,1961,1961,3.0,3.0,864.0,864,864,1,3.0,5,0.0,1.0,2.0,732.0,0.0
5,1961,1961,3.0,3.0,864.0,864,864,1,3.0,5,0.0,1.0,1.0,440.0,0.0
5,1965,1965,3.0,3.0,1024.0,1020,1020,2,3.0,5,0.0,1.0,1.0,288.0,0.0
5,1963,1995,4.0,3.0,912.0,912,912,1,4.0,6,0.0,2.0,1.0,300.0,0.0
5,1962,1962,3.0,3.0,912.0,912,912,1,3.0,6,0.0,1.0,1.0,252.0,0.0
8,1980,1980,4.0,4.0,2014.0,2014,2014,2,4.0,6,4.0,2.0,3.0,864.0,0.0
7,1991,2008,4.0,4.0,975.0,975,1755,2,4.0,7,3.0,1.0,2.0,524.0,0.0
7,2004,2005,4.0,4.0,1376.0,1376,3005,2,4.0,9,3.0,3.0,3.0,704.0,0.0
6,2008,2008,4.0,4.0,1726.0,1726,1726,2,4.0,6,4.0,3.0,2.0,561.0,0.0
6,2008,2008,4.0,4.0,1145.0,1256,1256,1,4.0,5,4.0,3.0,2.0,641.0,0.0
6,2000,2000,4.0,4.0,756.0,756,1512,2,4.0,4,0.0,1.0,2.0,440.0,0.0
7,1999,1999,4.0,4.0,691.0,713,1452,2,4.0,6,0.0,1.0,2.0,506.0,0.0
8,1977,2008,5.0,4.0,1694.0,1694,1694,2,5.0,5,4.0,3.0,2.0,642.0,0.0
7,1981,1981,4.0,4.0,1740.0,1740,1740,1,4.0,7,0.0,2.0,2.0,540.0,0.0
8,1976,1976,4.0,3.0,392.0,1487,2499,2,3.0,5,4.0,1.0,2.0,527.0,0.0
7,1974,1974,3.0,3.0,752.0,1285,2067,2,4.0,7,3.0,2.0,2.0,784.0,0.0
6,1967,1997,3.0,3.0,932.0,1271,2640,2,4.0,8,3.0,2.0,2.0,515.0,0.0
5,1969,1969,3.0,4.0,1288.0,1336,1336,2,3.0,6,2.0,2.0,2.0,502.0,0.0
6,1969,1969,3.0,3.0,1216.0,1216,1216,1,3.0,5,0.0,1.0,1.0,336.0,0.0
7,1977,1992,3.0,4.0,908.0,1316,2288,1,4.0,8,3.0,2.0,2.0,520.0,0.0
5,1967,1967,3.0,3.0,864.0,864,864,1,3.0,5,0.0,3.0,1.0,312.0,0.0
5,1967,1967,3.0,3.0,1568.0,1568,1568,1,3.0,7,0.0,1.0,2.0,440.0,0.0
7,1974,1974,3.0,3.0,1165.0,1165,2061,2,3.0,8,3.0,2.0,2.0,498.0,0.0
6,1971,1971,3.0,4.0,1232.0,1320,1320,2,3.0,5,4.0,2.0,2.0,495.0,0.0
4,1960,1960,3.0,3.0,894.0,894,894,1,3.0,5,1.0,1.0,2.0,396.0,0.0
5,1959,1959,3.0,3.0,864.0,864,864,1,3.0,5,0.0,1.0,1.0,308.0,0.0
4,1957,1957,3.0,3.0,1040.0,1362,1362,1,3.0,6,4.0,2.0,3.0,768.0,0.0
5,1956,1956,3.0,3.0,1048.0,1728,1728,2,3.0,7,4.0,1.0,2.0,576.0,0.0
5,1961,1995,3.0,3.0,1313.0,1313,1313,1,4.0,6,3.0,2.0,2.0,610.0,0.0
5,1964,1964,3.0,3.0,1292.0,1292,1292,1,3.0,6,4.0,1.0,2.0,520.0,0.0
5,1965,1965,3.0,3.0,744.0,825,2140,2,3.0,7,3.0,3.0,2.0,549.0,0.0
6,1961,1961,3.0,3.0,1208.0,1576,1576,1,4.0,7,1.0,3.0,2.0,368.0,0.0
5,1955,1955,3.0,3.0,960.0,960,960,1,3.0,5,0.0,2.0,1.0,330.0,0.0
6,1967,1967,4.0,3.0,1680.0,1691,1691,1,3.0,5,0.0,1.0,2.0,550.0,0.0
6,1961,1961,3.0,3.0,1453.0,1453,1453,2,3.0,6,3.0,2.0,2.0,530.0,0.0
6,1966,2008,3.0,3.0,1562.0,1567,1567,2,4.0,5,4.0,1.0,2.0,542.0,0.0
5,1956,1956,4.0,3.0,1169.0,1144,1144,1,3.0,6,0.0,2.0,1.0,286.0,0.0
7,1960,1960,3.0,3.0,1329.0,1329,1329,1,3.0,5,4.0,1.0,2.0,441.0,0.0
6,1959,1998,4.0,3.0,988.0,988,988,2,4.0,6,0.0,1.0,1.0,297.0,0.0
5,1956,1956,3.0,3.0,1202.0,1202,1202,1,3.0,6,0.0,2.0,1.0,304.0,0.0
5,1955,1955,3.0,3.0,1382.0,1382,1382,1,4.0,6,0.0,1.0,1.0,350.0,0.0
4,1956,1956,3.0,3.0,1200.0,1200,1200,1,3.0,6,4.0,1.0,1.0,294.0,0.0
5,1958,1958,3.0,3.0,1866.0,1866,1866,2,3.0,8,0.0,1.0,2.0,495.0,0.0
6,1954,1954,3.0,3.0,1062.0,1062,1062,1,3.0,6,0.0,1.0,1.0,297.0,0.0
5,1951,1951,3.0,3.0,631.0,1112,1112,1,3.0,5,0.0,1.0,2.0,480.0,0.0
5,1945,1950,3.0,3.0,793.0,793,793,1,2.0,4,0.0,1.0,1.0,240.0,0.0
5,1952,2005,4.0,3.0,1031.0,1031,1031,1,4.0,5,0.0,1.0,1.0,230.0,0.0
5,1953,1953,3.0,0.0,0.0,1210,1210,1,3.0,7,0.0,3.0,1.0,616.0,0.0
7,1948,1999,3.0,3.0,699.0,801,1527,1,3.0,6,4.0,1.0,2.0,410.0,0.0
5,1950,1950,3.0,3.0,1200.0,1200,1200,1,3.0,6,0.0,3.0,1.0,246.0,0.0
3,1958,1958,3.0,3.0,792.0,792,792,1,3.0,4,0.0,1.0,1.0,366.0,0.0
5,1939,2006,3.0,3.0,676.0,676,1352,2,4.0,7,0.0,1.0,2.0,720.0,0.0
4,1900,2003,4.0,2.0,405.0,717,1039,1,3.0,6,0.0,1.0,1.0,281.0,0.0
5,1925,1950,3.0,3.0,1054.0,1078,1078,1,5.0,6,0.0,1.0,1.0,264.0,0.0
4,1915,1950,3.0,3.0,1313.0,1313,2377,2,4.0,8,3.0,1.0,2.0,528.0,0.0
7,1910,2008,4.0,3.0,560.0,930,1690,2,4.0,5,0.0,1.0,2.0,624.0,0.0
2,1940,1950,2.0,2.0,416.0,599,599,1,4.0,4,0.0,0.0,0.0,0.0,0.0
5,1920,1950,3.0,3.0,720.0,846,846,1,4.0,4,0.0,3.0,2.0,576.0,0.0
3,1890,1998,3.0,3.0,630.0,725,725,1,3.0,4,0.0,1.0,1.0,320.0,0.0
6,1969,1969,3.0,3.0,1248.0,1248,2544,2,3.0,12,0.0,2.0,3.0,907.0,0.0
6,1963,1963,3.0,3.0,1380.0,1380,1380,1,3.0,6,0.0,1.0,1.0,364.0,0.0
6,1967,1967,2.0,3.0,1040.0,1040,1040,1,3.0,6,1.0,2.0,2.0,480.0,0.0
6,1958,2007,4.0,3.0,951.0,951,951,1,4.0,6,0.0,1.0,2.0,480.0,0.0
6,1957,1957,3.0,3.0,1105.0,1105,1105,1,3.0,5,0.0,1.0,1.0,308.0,0.0
6,1958,1958,3.0,4.0,160.0,1142,1142,1,3.0,5,4.0,2.0,1.0,384.0,0.0
6,1950,1950,3.0,3.0,795.0,765,1133,1,3.0,5,0.0,1.0,2.0,900.0,0.0
5,1958,1958,3.0,3.0,1041.0,1041,1041,1,3.0,6,0.0,2.0,1.0,294.0,0.0
5,1952,1952,3.0,3.0,732.0,732,732,1,3.0,4,0.0,1.0,1.0,240.0,0.0
5,1959,1959,3.0,4.0,528.0,1183,1183,1,3.0,6,0.0,2.0,1.0,288.0,0.0
4,1949,1996,3.0,3.0,832.0,832,1461,2,3.0,6,0.0,1.0,1.0,384.0,0.0
6,1948,1994,3.0,3.0,864.0,1064,1495,1,3.0,6,0.0,1.0,2.0,576.0,0.0
6,1964,1964,3.0,3.0,780.0,993,1806,1,3.0,8,0.0,1.0,2.0,483.0,0.0
5,1978,1978,3.0,4.0,941.0,941,941,1,4.0,4,0.0,1.0,2.0,564.0,0.0
6,1963,1963,3.0,3.0,1045.0,1045,1045,1,3.0,6,2.0,2.0,1.0,264.0,0.0
6,1935,1998,3.0,3.0,901.0,861,1378,1,4.0,6,0.0,1.0,1.0,162.0,0.0
6,1910,1950,3.0,3.0,972.0,972,1944,2,3.0,12,0.0,1.0,2.0,324.0,0.0
5,1910,2003,3.0,3.0,240.0,810,1306,1,4.0,6,0.0,1.0,2.0,472.0,0.0
5,1910,2002,4.0,3.0,504.0,764,1464,2,3.0,7,0.0,0.0,0.0,0.0,0.0
5,1939,1950,3.0,3.0,690.0,868,1558,1,3.0,7,4.0,1.0,2.0,400.0,0.0
4,1920,1950,2.0,2.0,600.0,1101,1701,2,2.0,8,0.0,0.0,0.0,0.0,0.0
5,1910,1950,3.0,2.0,801.0,801,1447,1,3.0,6,0.0,0.0,0.0,0.0,0.0
5,1950,1970,3.0,3.0,768.0,768,1328,1,3.0,6,0.0,1.0,1.0,308.0,0.0
4,1920,1950,3.0,2.0,861.0,861,861,1,3.0,5,0.0,1.0,2.0,288.0,0.0
2,1940,1950,3.0,0.0,0.0,612,612,1,3.0,4,0.0,1.0,1.0,308.0,0.0
5,1923,1950,4.0,2.0,624.0,792,792,1,3.0,5,0.0,1.0,1.0,287.0,0.0
4,1910,1950,4.0,2.0,677.0,833,1510,2,4.0,7,0.0,1.0,2.0,720.0,0.0
6,1900,1950,3.0,2.0,917.0,1090,2007,2,5.0,8,0.0,1.0,1.0,357.0,0.0
6,1917,2007,3.0,3.0,624.0,664,1288,1,5.0,5,4.0,1.0,1.0,280.0,0.0
4,1910,1950,3.0,3.0,624.0,816,816,1,3.0,5,4.0,0.0,0.0,0.0,0.0
6,1920,1950,2.0,3.0,972.0,1044,1480,1,3.0,6,0.0,1.0,1.0,207.0,0.0
6,1910,2002,3.0,3.0,741.0,780,1521,1,4.0,8,0.0,1.0,3.0,640.0,0.0
3,1900,1950,3.0,2.0,245.0,797,797,1,3.0,5,0.0,0.0,0.0,0.0,0.0
6,1923,1950,3.0,3.0,1022.0,1432,1432,1,4.0,6,4.0,1.0,1.0,216.0,0.0
5,1930,1982,3.0,3.0,297.0,1001,1654,2,3.0,7,4.0,1.0,1.0,336.0,0.0
5,1924,1950,3.0,3.0,468.0,822,1142,1,3.0,6,0.0,3.0,1.0,320.0,0.0
5,1925,1999,3.0,3.0,960.0,995,995,1,3.0,5,0.0,1.0,1.0,264.0,0.0
5,1938,1950,3.0,3.0,952.0,994,1582,2,3.0,6,4.0,1.0,1.0,250.0,0.0
5,1925,1950,3.0,3.0,1072.0,1072,1072,1,3.0,5,0.0,1.0,5.0,1184.0,0.0
6,1915,1950,3.0,3.0,1048.0,1048,1768,2,3.0,8,0.0,1.0,2.0,576.0,0.0
7,1915,1994,3.0,3.0,672.0,1272,1944,2,3.0,8,0.0,1.0,1.0,216.0,0.0
5,1922,1950,3.0,3.0,1040.0,1088,2128,2,3.0,11,0.0,0.0,0.0,0.0,0.0
6,1927,1950,3.0,3.0,720.0,1146,1930,2,3.0,8,0.0,1.0,1.0,316.0,0.0
6,1915,2002,3.0,3.0,483.0,741,1427,1,4.0,7,0.0,1.0,1.0,379.0,0.0
7,1902,2000,3.0,3.0,1020.0,978,1864,2,3.0,9,0.0,0.0,0.0,0.0,0.0
6,1927,1950,3.0,3.0,1204.0,1204,1666,1,3.0,4,0.0,1.0,1.0,384.0,0.0
4,1923,1950,3.0,4.0,858.0,892,892,1,4.0,5,0.0,0.0,0.0,0.0,0.0
6,1915,1965,3.0,3.0,698.0,754,1403,1,3.0,7,0.0,1.0,1.0,308.0,0.0
4,1946,2001,3.0,2.0,560.0,704,704,1,2.0,4,0.0,1.0,1.0,220.0,0.0
5,1987,1988,3.0,4.0,1200.0,1200,1200,3,3.0,5,0.0,0.0,0.0,0.0,0.0
5,1978,1978,3.0,4.0,1152.0,1152,1152,2,3.0,6,0.0,1.0,1.0,252.0,0.0
5,1934,1950,3.0,3.0,585.0,687,1112,2,3.0,6,0.0,1.0,1.0,226.0,0.0
5,1967,1967,3.0,3.0,1052.0,1052,1052,1,3.0,6,1.0,3.0,1.0,668.0,0.0
6,1978,1978,3.0,4.0,456.0,1034,1034,1,3.0,5,2.0,3.0,2.0,504.0,0.0
5,1961,1961,3.0,3.0,552.0,904,1774,2,3.0,8,3.0,1.0,1.0,384.0,0.0
6,1960,1960,3.0,3.0,1138.0,1138,1138,1,3.0,6,3.0,2.0,2.0,480.0,0.0
5,1956,1956,3.0,3.0,825.0,2071,2071,1,3.0,9,3.0,1.0,1.0,336.0,0.0
2,1947,1950,3.0,0.0,0.0,660,660,1,2.0,5,0.0,0.0,0.0,0.0,0.0
4,1954,1954,3.0,0.0,0.0,1383,1383,1,3.0,6,0.0,1.0,2.0,498.0,0.0
5,1956,1956,3.0,3.0,1073.0,1073,1073,1,3.0,5,0.0,1.0,1.0,340.0,0.0
6,1946,1950,3.0,3.0,747.0,892,1639,1,4.0,6,4.0,1.0,1.0,240.0,0.0
5,1954,1954,3.0,4.0,1089.0,1089,1089,1,3.0,5,4.0,2.0,1.0,252.0,0.0
5,1984,1984,4.0,4.0,1049.0,1049,1049,2,4.0,5,0.0,3.0,1.0,266.0,0.0
7,1990,1991,4.0,4.0,1054.0,1061,1061,1,4.0,4,0.0,1.0,2.0,462.0,0.0
6,1983,1983,4.0,4.0,520.0,1338,1338,1,4.0,5,1.0,1.0,2.0,576.0,0.0
7,1993,1994,4.0,4.0,1079.0,1079,1879,2,4.0,8,3.0,2.0,2.0,473.0,0.0
5,1880,2007,4.0,0.0,0.0,1288,2016,1,3.0,7,3.0,1.0,2.0,576.0,0.0
5,1979,1979,3.0,0.0,0.0,1114,2228,2,3.0,8,0.0,1.0,2.0,720.0,0.0
5,1979,1979,3.0,0.0,0.0,1535,1535,2,3.0,8,0.0,1.0,2.0,400.0,0.0
5,1979,1979,3.0,4.0,1094.0,1229,1229,0,4.0,6,3.0,1.0,2.0,672.0,0.0
5,1979,1979,3.0,0.0,0.0,1513,1513,2,3.0,8,0.0,1.0,2.0,400.0,0.0
7,2000,2000,3.0,5.0,1168.0,1168,2787,4,3.0,8,3.0,3.0,4.0,820.0,0.0
7,2000,2000,3.0,5.0,1168.0,1168,2787,4,3.0,8,3.0,3.0,4.0,820.0,0.0
7,2000,2000,3.0,5.0,1168.0,1168,2787,4,3.0,8,3.0,3.0,4.0,820.0,0.0
9,2009,2009,5.0,5.0,1555.0,1680,1680,1,5.0,8,4.0,3.0,3.0,1138.0,0.0
9,2008,2008,5.0,5.0,1720.0,1720,1720,2,5.0,8,4.0,2.0,3.0,846.0,0.0
8,2008,2008,4.0,4.0,1468.0,1468,1468,2,4.0,6,4.0,2.0,3.0,904.0,0.0
8,2007,2008,4.0,5.0,1838.0,1838,1838,2,4.0,7,4.0,2.0,2.0,524.0,0.0
7,2007,2007,4.0,4.0,1282.0,1290,1290,2,4.0,6,4.0,2.0,2.0,662.0,0.0
8,2008,2008,4.0,4.0,1254.0,1254,1254,2,4.0,5,0.0,2.0,3.0,810.0,0.0
8,2005,2006,4.0,5.0,1498.0,1498,1498,2,4.0,7,4.0,3.0,3.0,844.0,0.0
6,2005,2006,4.0,4.0,704.0,704,1422,2,4.0,7,4.0,3.0,2.0,440.0,0.0
7,1992,1993,4.0,4.0,1449.0,944,1759,2,4.0,7,3.0,1.0,2.0,525.0,0.0
5,1994,1994,3.0,3.0,990.0,990,990,1,3.0,5,0.0,2.0,1.0,440.0,0.0
7,1998,1998,3.0,4.0,1463.0,1463,1463,2,3.0,5,0.0,3.0,2.0,539.0,0.0
6,1998,1998,3.0,4.0,928.0,928,1772,2,3.0,7,3.0,2.0,2.0,492.0,0.0
7,2002,2001,4.0,4.0,1431.0,1444,1444,2,4.0,6,0.0,2.0,2.0,577.0,0.0
7,2001,2001,4.0,4.0,1492.0,1492,1492,2,4.0,6,3.0,2.0,2.0,608.0,0.0
5,1978,1978,3.0,4.0,907.0,907,907,1,3.0,5,0.0,1.0,1.0,343.0,0.0
5,1979,1979,3.0,3.0,914.0,914,914,1,3.0,5,0.0,1.0,2.0,444.0,0.0
7,2002,2002,4.0,4.0,1569.0,1611,1611,2,4.0,6,0.0,2.0,3.0,1231.0,0.0
8,2003,2003,4.0,4.0,1068.0,1068,2184,2,4.0,8,4.0,2.0,2.0,570.0,0.0
7,2002,2002,4.0,4.0,840.0,840,1725,2,4.0,6,0.0,2.0,2.0,550.0,0.0
7,2001,2001,4.0,4.0,944.0,944,1870,2,4.0,6,0.0,2.0,2.0,608.0,0.0
8,1999,2000,4.0,4.0,1462.0,1513,1513,2,4.0,5,3.0,3.0,2.0,521.0,0.0
8,2002,2003,4.0,5.0,1822.0,1828,1828,2,4.0,7,4.0,3.0,2.0,523.0,0.0
7,1997,1998,4.0,4.0,1417.0,1417,1417,2,4.0,7,3.0,1.0,2.0,511.0,0.0
8,2007,2007,4.0,4.0,1578.0,1602,1602,2,4.0,7,4.0,2.0,3.0,810.0,0.0
6,2007,2007,4.0,4.0,608.0,608,1396,2,4.0,6,4.0,3.0,2.0,440.0,0.0
4,1960,1971,3.0,3.0,1014.0,1149,1149,1,3.0,7,0.0,3.0,1.0,544.0,0.0
6,2005,2006,3.0,4.0,547.0,1072,1072,1,3.0,5,0.0,3.0,2.0,525.0,0.0
4,1959,1959,3.0,3.0,876.0,876,876,1,3.0,5,0.0,1.0,1.0,320.0,0.0
5,1950,1950,3.0,2.0,1078.0,1368,1368,1,3.0,6,0.0,2.0,1.0,195.0,0.0
5,1959,1959,3.0,3.0,1678.0,1678,1678,2,3.0,10,0.0,0.0,0.0,0.0,0.0
5,1956,1956,3.0,3.0,1150.0,1560,1560,1,3.0,7,3.0,1.0,1.0,313.0,0.0
5,1941,1950,3.0,3.0,720.0,854,1298,1,3.0,6,4.0,1.0,1.0,256.0,0.0
5,1938,1950,3.0,3.0,832.0,832,1268,1,3.0,7,4.0,1.0,1.0,250.0,0.0
6,1935,1950,3.0,3.0,583.0,647,1242,1,3.0,6,4.0,1.0,1.0,180.0,0.0
6,1916,2000,4.0,3.0,816.0,1232,1232,1,4.0,6,4.0,1.0,2.0,440.0,0.0
7,1918,1990,3.0,3.0,600.0,628,1228,1,3.0,6,4.0,1.0,1.0,215.0,0.0
5,1940,1950,3.0,3.0,840.0,840,1567,1,3.0,6,3.0,1.0,2.0,440.0,0.0
5,1960,1960,3.0,3.0,1273.0,1273,1273,1,3.0,5,0.0,1.0,1.0,307.0,0.0
7,1940,1950,3.0,3.0,920.0,1240,2480,2,3.0,13,4.0,1.0,2.0,400.0,0.0
5,1954,1954,3.0,3.0,1112.0,1112,1112,1,3.0,6,4.0,1.0,1.0,390.0,0.0
6,1960,1960,3.0,3.0,1561.0,1561,1561,2,3.0,6,4.0,3.0,2.0,463.0,0.0
5,1949,2005,3.0,3.0,1067.0,986,1523,2,2.0,7,3.0,1.0,1.0,295.0,0.0
6,1954,1954,3.0,3.0,1310.0,1906,1906,1,3.0,6,4.0,1.0,2.0,576.0,0.0
6,1980,1980,3.0,3.0,516.0,516,1032,1,3.0,5,3.0,1.0,2.0,452.0,0.0
6,1980,1992,3.0,4.0,561.0,561,1229,1,4.0,5,3.0,3.0,2.0,462.0,0.0
6,1980,1980,3.0,4.0,561.0,561,1229,1,3.0,5,3.0,3.0,2.0,462.0,0.0
6,1986,1986,3.0,3.0,572.0,1182,1982,2,3.0,6,3.0,3.0,2.0,501.0,0.0
7,1971,2009,4.0,4.0,1803.0,2365,2365,2,5.0,7,4.0,3.0,2.0,551.0,0.0
5,1900,1993,3.0,3.0,760.0,928,2168,2,4.0,11,0.0,1.0,2.0,576.0,0.0
4,1925,1950,3.0,3.0,572.0,572,572,1,3.0,4,0.0,1.0,1.0,200.0,0.0
8,2007,2008,5.0,5.0,1596.0,1648,1648,2,5.0,5,4.0,3.0,2.0,482.0,0.0
2,1910,1950,2.0,0.0,0.0,810,810,1,3.0,4,0.0,1.0,1.0,280.0,0.0
8,2000,2001,4.0,4.0,1107.0,1040,2052,2,4.0,7,3.0,3.0,3.0,642.0,0.0
6,1977,1977,3.0,3.0,902.0,926,926,1,3.0,5,3.0,1.0,1.0,351.0,0.0
6,1977,1977,3.0,4.0,957.0,1287,1287,1,3.0,5,2.0,2.0,2.0,541.0,0.0
5,1991,1991,3.0,4.0,1582.0,1595,1595,2,3.0,5,0.0,1.0,2.0,672.0,0.0
9,2008,2008,5.0,5.0,2190.0,2036,2036,2,5.0,9,5.0,3.0,3.0,780.0,0.0
9,2008,2008,5.0,5.0,1641.0,1641,1641,2,5.0,7,0.0,3.0,3.0,885.0,0.0
6,1980,2006,3.0,4.0,712.0,1375,2237,2,4.0,7,3.0,3.0,2.0,440.0,0.0
7,1987,1989,3.0,4.0,1645.0,1479,1479,2,4.0,7,2.0,3.0,2.0,578.0,0.0
7,2003,2003,4.0,4.0,912.0,1072,2014,2,4.0,9,0.0,3.0,2.0,486.0,0.0
9,2007,2007,5.0,5.0,1978.0,1978,1978,2,5.0,7,4.0,3.0,3.0,920.0,0.0
5,1968,1968,3.0,3.0,1008.0,1008,1008,1,4.0,6,0.0,1.0,1.0,384.0,0.0
5,1969,2000,3.0,3.0,1188.0,1404,1404,2,3.0,7,1.0,1.0,2.0,504.0,0.0
5,1972,1972,3.0,4.0,796.0,796,796,1,3.0,4,0.0,1.0,1.0,336.0,0.0
6,1993,1996,3.0,4.0,384.0,1091,1091,1,3.0,5,0.0,3.0,1.0,429.0,0.0
5,1992,1993,3.0,4.0,828.0,883,883,1,3.0,5,2.0,1.0,2.0,698.0,0.0
5,1992,1992,3.0,4.0,624.0,624,1287,1,3.0,6,0.0,1.0,2.0,440.0,0.0
5,1969,1969,4.0,3.0,784.0,784,1632,1,3.0,7,3.0,2.0,2.0,898.0,0.0
6,1997,1998,3.0,3.0,926.0,926,1604,2,3.0,7,3.0,3.0,2.0,470.0,0.0
6,1995,1996,3.0,4.0,680.0,680,1470,2,3.0,7,3.0,3.0,2.0,420.0,0.0
6,1998,1998,3.0,4.0,926.0,926,1604,2,3.0,7,0.0,3.0,2.0,472.0,0.0
6,1996,1996,3.0,4.0,916.0,916,1636,2,3.0,7,3.0,3.0,2.0,386.0,0.0
5,1996,1997,4.0,4.0,1348.0,1384,1384,2,4.0,7,0.0,1.0,2.0,404.0,0.0
8,1997,1997,4.0,5.0,1664.0,1682,1682,1,4.0,6,3.0,3.0,2.0,528.0,0.0
8,1992,1992,4.0,4.0,1280.0,1280,1280,2,4.0,5,0.0,2.0,2.0,506.0,0.0
6,1998,1998,3.0,4.0,932.0,932,1633,2,3.0,7,3.0,3.0,2.0,460.0,0.0
6,1991,1991,3.0,4.0,836.0,851,1709,2,4.0,7,0.0,3.0,2.0,416.0,0.0
8,1989,1989,4.0,4.0,1337.0,1337,1337,2,4.0,5,3.0,2.0,2.0,462.0,0.0
8,2005,2005,4.0,5.0,1168.0,1168,2500,3,5.0,9,4.0,3.0,3.0,683.0,0.0
9,2004,2004,5.0,5.0,1884.0,1884,1884,2,5.0,7,4.0,3.0,3.0,670.0,0.0
6,1952,1952,3.0,3.0,1632.0,1474,1474,1,3.0,7,4.0,1.0,2.0,495.0,0.0
9,2007,2007,5.0,5.0,1710.0,1710,1710,2,5.0,6,4.0,2.0,2.0,557.0,0.0
6,1950,1950,3.0,3.0,1488.0,1488,1488,2,3.0,6,3.0,2.0,2.0,738.0,0.0
7,1988,1988,4.0,4.0,1675.0,1688,1688,2,5.0,6,5.0,2.0,2.0,528.0,0.0
7,1983,1983,4.0,4.0,1260.0,1260,1260,2,3.0,6,0.0,1.0,2.0,598.0,0.0
7,1978,1978,4.0,4.0,2048.0,2064,2064,2,4.0,7,2.0,3.0,2.0,550.0,0.0
7,1979,1979,4.0,4.0,1782.0,1782,1782,2,4.0,6,3.0,3.0,2.0,551.0,0.0
6,1976,1976,3.0,4.0,1211.0,1211,1211,2,4.0,6,1.0,3.0,2.0,461.0,0.0
7,1980,1988,3.0,4.0,738.0,1277,2044,2,3.0,7,3.0,1.0,2.0,489.0,0.0
5,1969,1969,3.0,3.0,720.0,720,1308,1,3.0,7,0.0,1.0,2.0,484.0,0.0
7,1978,1978,4.0,4.0,1420.0,1420,2840,2,4.0,8,4.0,3.0,4.0,1314.0,0.0
6,1976,1976,3.0,3.0,1444.0,1444,1444,2,3.0,5,4.0,1.0,2.0,473.0,0.0
8,1996,1996,4.0,4.0,1236.0,1236,2340,2,4.0,9,4.0,2.0,3.0,787.0,0.0
5,1974,1974,3.0,4.0,896.0,896,1792,2,3.0,8,0.0,1.0,2.0,480.0,0.0
4,1969,1969,3.0,4.0,936.0,936,936,1,3.0,4,0.0,1.0,1.0,288.0,0.0
5,1971,1971,3.0,4.0,864.0,864,864,1,3.0,5,0.0,1.0,2.0,576.0,0.0
6,1973,1973,3.0,3.0,483.0,483,987,1,3.0,5,0.0,1.0,1.0,264.0,0.0
6,1972,1972,3.0,3.0,483.0,483,987,1,3.0,5,0.0,1.0,1.0,352.0,0.0
5,1972,1972,3.0,3.0,630.0,630,1302,2,3.0,6,0.0,1.0,1.0,264.0,0.0
6,1975,1975,3.0,4.0,855.0,855,1456,2,3.0,7,0.0,2.0,2.0,460.0,0.0
7,1977,1977,3.0,4.0,1055.0,1055,1055,2,3.0,4,0.0,1.0,2.0,440.0,0.0
8,2007,2007,4.0,5.0,1582.0,1582,1582,2,4.0,7,0.0,3.0,3.0,905.0,0.0
8,2007,2007,4.0,5.0,2418.0,2464,2464,2,5.0,9,5.0,3.0,3.0,650.0,0.0
9,2007,2007,5.0,5.0,1950.0,1950,1950,2,5.0,7,4.0,3.0,3.0,706.0,0.0
9,2006,2006,4.0,5.0,1850.0,1850,2748,2,5.0,9,4.0,3.0,3.0,850.0,0.0
10,2005,2006,5.0,5.0,1620.0,1632,2790,2,5.0,10,5.0,3.0,4.0,1150.0,0.0
