OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,SalePrice
3,1940,1966,3.0,3.0,728.0,1306,1306,1,2.0,6,0.0,0.0,0.0,0.0,76500.0
8,2006,2007,4.0,4.0,1573.0,1625,1625,2,4.0,5,4.0,3.0,2.0,538.0,235000.0
6,2004,2004,4.0,4.0,798.0,798,1640,2,4.0,6,0.0,2.0,2.0,520.0,173000.0
6,1964,1991,3.0,4.0,1302.0,1302,1302,2,4.0,7,0.0,2.0,1.0,309.0,158000.0
5,1957,1957,3.0,3.0,1314.0,1314,1314,1,3.0,5,0.0,2.0,1.0,294.0,145000.0
7,1999,1999,4.0,4.0,975.0,1005,2291,2,4.0,8,3.0,3.0,2.0,429.0,230000.0
6,2003,2003,4.0,4.0,864.0,864,1728,2,4.0,7,0.0,2.0,2.0,673.0,207500.0
7,2006,2006,4.0,4.0,1604.0,1604,1604,2,4.0,8,4.0,2.0,2.0,660.0,220000.0
7,2001,2001,4.0,4.0,963.0,963,1792,2,4.0,7,3.0,2.0,2.0,564.0,231500.0
5,1956,1956,3.0,0.0,0.0,882,882,1,3.0,4,0.0,1.0,1.0,308.0,97000.0
6,1962,1962,3.0,3.0,1362.0,1382,1382,1,3.0,6,3.0,1.0,2.0,884.0,176000.0
8,2007,2007,4.0,5.0,1482.0,1482,2574,2,5.0,10,4.0,3.0,3.0,868.0,276000.0
6,1977,1995,3.0,4.0,506.0,1212,1212,1,3.0,6,3.0,1.0,2.0,492.0,151000.0
5,1929,2001,3.0,3.0,926.0,926,1316,1,3.0,6,0.0,1.0,2.0,484.0,130000.0
5,1925,2004,3.0,2.0,680.0,764,764,1,3.0,4,0.0,1.0,2.0,504.0,73000.0
6,1981,1981,3.0,4.0,1422.0,1422,1422,2,4.0,7,3.0,3.0,2.0,576.0,175500.0
6,1997,1997,3.0,4.0,802.0,802,1511,2,3.0,8,3.0,3.0,2.0,413.0,185000.0
5,1939,1997,3.0,3.0,720.0,1052,2192,2,4.0,8,4.0,1.0,1.0,240.0,179500.0
5,1940,1955,3.0,3.0,740.0,778,778,1,3.0,4,4.0,3.0,1.0,924.0,120500.0
6,1976,1976,3.0,3.0,1143.0,1113,1113,1,3.0,6,2.0,2.0,1.0,504.0,148000.0
8,2006,2006,4.0,4.0,1095.0,1095,1939,2,4.0,8,4.0,2.0,3.0,1053.0,266000.0
7,1954,2005,3.0,4.0,1385.0,1363,1363,1,3.0,5,3.0,1.0,2.0,439.0,241500.0
8,1999,2007,4.0,4.0,1152.0,1164,2270,2,4.0,9,4.0,3.0,3.0,671.0,290000.0
6,1958,1988,3.0,3.0,1240.0,1632,1632,2,3.0,6,4.0,2.0,1.0,338.0,139000.0
5,1982,1982,3.0,3.0,816.0,816,816,1,3.0,5,0.0,1.0,1.0,264.0,124500.0
7,1925,2007,4.0,3.0,952.0,952,1548,2,5.0,5,0.0,1.0,2.0,672.0,205000.0
7,2003,2003,4.0,5.0,1560.0,1560,1560,2,4.0,7,0.0,3.0,2.0,573.0,201000.0
4,1951,1951,3.0,3.0,864.0,864,864,1,3.0,4,0.0,1.0,2.0,400.0,141000.0
9,2006,2007,5.0,5.0,2121.0,2121,2121,2,5.0,8,5.0,3.0,3.0,732.0,415298.0
7,1977,1977,3.0,4.0,1160.0,1156,2022,2,3.0,8,3.0,3.0,2.0,505.0,192000.0
7,1989,1989,4.0,4.0,807.0,1175,1982,2,4.0,7,3.0,3.0,2.0,575.0,228500.0
6,2006,2006,4.0,4.0,1262.0,1262,1262,2,4.0,5,0.0,3.0,2.0,572.0,185000.0
7,2007,2008,4.0,4.0,1314.0,1314,1314,2,4.0,6,4.0,2.0,2.0,626.0,207500.0
8,2008,2009,4.0,4.0,1468.0,1468,1468,2,4.0,6,4.0,3.0,3.0,898.0,244600.0
6,1992,1992,4.0,4.0,1575.0,1575,1575,2,4.0,5,0.0,2.0,2.0,529.0,179200.0
7,2006,2007,4.0,4.0,625.0,625,1250,2,4.0,5,0.0,2.0,2.0,528.0,164700.0
6,1962,1981,3.0,3.0,912.0,1085,1734,1,4.0,7,4.0,2.0,2.0,440.0,159000.0
4,1971,1971,3.0,3.0,858.0,858,858,1,3.0,5,0.0,0.0,0.0,0.0,88000.0
5,1967,1967,3.0,3.0,882.0,900,900,1,3.0,5,0.0,1.0,1.0,280.0,122000.0
6,1915,2003,3.0,3.0,698.0,698,1396,1,3.0,7,0.0,1.0,1.0,384.0,153575.0
8,2006,2006,4.0,4.0,1079.0,1079,1919,2,4.0,8,4.0,2.0,2.0,685.0,233230.0
5,1912,2000,3.0,3.0,780.0,936,1716,2,2.0,9,0.0,0.0,0.0,0.0,135900.0
5,1949,2008,3.0,3.0,768.0,1148,1716,1,3.0,8,4.0,1.0,1.0,281.0,131000.0
7,1977,1994,3.0,3.0,795.0,1468,2263,2,4.0,9,3.0,3.0,2.0,539.0,235000.0
6,1953,1953,3.0,3.0,1416.0,1644,1644,1,3.0,7,4.0,3.0,2.0,418.0,167000.0
6,1984,1984,3.0,3.0,1003.0,1003,1003,1,3.0,6,0.0,1.0,2.0,588.0,142500.0
5,1950,1950,3.0,3.0,910.0,910,1558,1,3.0,6,0.0,1.0,1.0,282.0,152000.0
7,1997,1998,4.0,4.0,975.0,975,1950,2,4.0,7,3.0,2.0,2.0,576.0,239000.0
6,1968,1968,4.0,3.0,702.0,1041,1743,1,3.0,7,4.0,1.0,2.0,539.0,175000.0
6,1950,2004,3.0,3.0,1092.0,1152,1152,1,4.0,6,4.0,1.0,1.0,300.0,158500.0
5,1953,1953,3.0,3.0,1165.0,1336,1336,1,3.0,5,4.0,1.0,1.0,375.0,157000.0
8,1998,1999,4.0,4.0,1028.0,1210,2452,2,4.0,9,3.0,3.0,2.0,683.0,267000.0
7,2001,2002,4.0,4.0,1541.0,1541,1541,2,4.0,6,3.0,2.0,3.0,843.0,205000.0
5,1972,1972,3.0,3.0,894.0,894,894,1,3.0,5,0.0,1.0,2.0,552.0,149900.0
7,1880,2002,3.0,3.0,1470.0,1675,3493,3,4.0,10,5.0,1.0,3.0,870.0,295000.0
8,2004,2005,4.0,4.0,2000.0,2000,2000,2,4.0,8,0.0,3.0,3.0,888.0,305900.0
7,1990,1991,4.0,4.0,700.0,1122,2243,2,4.0,8,3.0,2.0,3.0,746.0,225000.0
6,1920,1950,3.0,3.0,319.0,1035,1406,1,2.0,6,0.0,0.0,0.0,0.0,89500.0
4,1940,1950,3.0,3.0,861.0,861,861,1,3.0,4,0.0,1.0,2.0,539.0,82500.0
9,2003,2004,4.0,5.0,1896.0,1944,1944,2,5.0,8,5.0,3.0,3.0,708.0,360000.0
6,1993,1994,3.0,4.0,697.0,697,1501,2,4.0,6,3.0,3.0,2.0,420.0,165600.0
6,1948,2002,3.0,3.0,972.0,972,972,1,3.0,5,4.0,1.0,1.0,240.0,132000.0
5,1939,1950,3.0,4.0,793.0,793,1118,1,3.0,5,4.0,1.0,2.0,410.0,119900.0
7,1965,1965,3.0,4.0,2136.0,2036,2036,2,3.0,8,4.0,2.0,2.0,513.0,375000.0
7,1925,1990,3.0,3.0,728.0,832,1641,1,5.0,6,4.0,1.0,2.0,546.0,178000.0
7,2004,2005,4.0,4.0,716.0,716,1432,2,4.0,6,4.0,3.0,2.0,432.0,188500.0
7,1980,1980,4.0,4.0,845.0,1153,2353,2,5.0,10,3.0,2.0,2.0,484.0,260000.0
8,2006,2006,4.0,4.0,1088.0,1088,1959,2,4.0,8,4.0,2.0,3.0,1025.0,270000.0
7,1993,1993,4.0,4.0,1347.0,1372,2646,2,4.0,9,3.0,2.0,3.0,656.0,260000.0
7,1980,1980,3.0,4.0,1372.0,1472,1472,2,3.0,6,3.0,1.0,2.0,588.0,187500.0
9,2006,2006,3.0,5.0,1249.0,1249,2596,3,4.0,9,0.0,2.0,3.0,840.0,342643.0
8,2004,2004,4.0,5.0,1136.0,1136,2468,2,4.0,10,4.0,3.0,3.0,872.0,354000.0
7,1986,1987,4.0,3.0,1502.0,1553,2730,2,4.0,8,3.0,3.0,2.0,576.0,301000.0
3,1955,2005,3.0,3.0,1162.0,1163,1163,1,3.0,6,0.0,1.0,1.0,220.0,126175.0
7,1967,2007,4.0,4.0,710.0,1898,2978,2,4.0,11,4.0,3.0,2.0,564.0,242000.0
5,1941,1950,3.0,3.0,720.0,803,803,1,3.0,5,0.0,1.0,2.0,360.0,87000.0
8,1993,1993,4.0,4.0,1719.0,1719,1719,1,4.0,6,4.0,3.0,2.0,473.0,324000.0
6,1960,1960,3.0,3.0,1383.0,1383,1383,1,3.0,7,0.0,2.0,1.0,292.0,145250.0
6,1916,1994,3.0,3.0,844.0,1445,2134,2,4.0,10,0.0,1.0,2.0,441.0,214500.0
5,1920,1950,3.0,3.0,596.0,596,1192,1,3.0,6,0.0,1.0,1.0,189.0,78000.0
5,1964,1964,3.0,3.0,1728.0,1728,1728,2,3.0,10,0.0,1.0,1.0,352.0,119000.0
5,1958,1992,3.0,3.0,1056.0,1056,1056,1,3.0,6,0.0,2.0,1.0,308.0,139000.0
8,2003,2004,4.0,4.0,3206.0,1629,1629,2,4.0,7,4.0,2.0,3.0,880.0,284000.0
7,2004,2004,4.0,4.0,1358.0,1358,1358,2,4.0,6,4.0,2.0,2.0,484.0,207000.0
6,1998,1998,3.0,4.0,943.0,943,1638,2,3.0,7,3.0,3.0,2.0,472.0,192000.0
5,1965,1965,3.0,3.0,1499.0,1619,1786,2,3.0,7,4.0,3.0,2.0,529.0,228950.0
9,2005,2006,4.0,5.0,1922.0,1922,1922,2,4.0,8,4.0,3.0,3.0,676.0,377426.0
7,2002,2003,4.0,4.0,1536.0,1536,1536,2,4.0,7,0.0,2.0,2.0,532.0,214000.0
7,1984,1998,4.0,4.0,1208.0,1621,1621,2,4.0,8,0.0,2.0,2.0,440.0,202500.0
6,1958,1998,3.0,3.0,1215.0,1215,1215,1,3.0,6,0.0,1.0,1.0,297.0,155000.0
8,2002,2002,4.0,4.0,967.0,993,1908,2,4.0,9,0.0,3.0,2.0,431.0,202900.0
4,1950,1950,2.0,3.0,721.0,841,841,1,3.0,4,0.0,1.0,1.0,294.0,82000.0
3,1949,1950,3.0,0.0,0.0,1040,1040,2,3.0,6,0.0,1.0,2.0,400.0,87500.0
9,2005,2005,5.0,5.0,1684.0,1684,1684,2,5.0,6,5.0,2.0,2.0,564.0,266000.0
5,1976,1976,3.0,4.0,536.0,536,1112,1,3.0,4,0.0,1.0,1.0,336.0,85000.0
6,1939,1950,3.0,3.0,972.0,972,1577,1,2.0,6,4.0,1.0,1.0,312.0,140200.0
6,1960,1998,3.0,3.0,958.0,958,958,1,3.0,5,0.0,2.0,1.0,301.0,151500.0
6,1960,1960,3.0,3.0,1478.0,1478,1478,2,3.0,6,4.0,1.0,2.0,498.0,157500.0
7,2003,2004,4.0,4.0,764.0,764,1626,2,4.0,6,0.0,2.0,2.0,474.0,154000.0
9,2005,2006,5.0,5.0,1848.0,1848,2728,2,5.0,10,5.0,3.0,3.0,706.0,437154.0
9,2007,2007,5.0,5.0,1869.0,1869,1869,2,5.0,6,4.0,2.0,2.0,617.0,318061.0
7,1986,1986,3.0,4.0,1453.0,1453,1453,1,4.0,6,3.0,2.0,2.0,445.0,190000.0
5,1941,1950,3.0,3.0,616.0,616,1111,1,3.0,5,0.0,1.0,1.0,200.0,95000.0
6,1928,2003,3.0,3.0,624.0,720,720,1,3.0,5,0.0,1.0,2.0,484.0,105900.0
6,1940,2000,3.0,3.0,940.0,1192,1595,1,3.0,6,4.0,1.0,1.0,240.0,140000.0
6,1995,1995,4.0,4.0,1200.0,1200,1200,2,4.0,6,0.0,2.0,2.0,521.0,177500.0
6,1992,1992,3.0,4.0,1158.0,1167,1167,2,4.0,6,0.0,2.0,2.0,400.0,173000.0
5,1976,1976,3.0,4.0,1142.0,1142,1142,1,3.0,6,1.0,3.0,2.0,528.0,134000.0
5,1958,1958,3.0,3.0,1062.0,1352,1352,1,4.0,6,0.0,1.0,1.0,288.0,130000.0
8,1998,1998,4.0,4.0,1086.0,1086,1924,2,4.0,7,3.0,2.0,2.0,592.0,280000.0
6,1978,1978,3.0,4.0,888.0,912,912,1,3.0,5,3.0,2.0,2.0,470.0,156000.0
5,1940,1982,3.0,3.0,883.0,988,1505,1,3.0,8,0.0,1.0,1.0,240.0,145000.0
7,2003,2003,4.0,0.0,0.0,495,1922,3,4.0,7,5.0,2.0,2.0,672.0,198500.0
6,1972,2007,3.0,3.0,483.0,483,987,1,4.0,5,0.0,1.0,1.0,264.0,118000.0
6,1976,1976,3.0,4.0,796.0,790,1574,2,3.0,6,3.0,3.0,2.0,566.0,190000.0
5,1920,1997,3.0,3.0,672.0,672,1344,1,3.0,6,0.0,1.0,1.0,468.0,147000.0
6,1963,1963,3.0,4.0,1394.0,1394,1394,1,3.0,6,4.0,2.0,2.0,514.0,159000.0
6,1962,1962,3.0,4.0,1099.0,1431,1431,1,3.0,6,4.0,2.0,1.0,296.0,165000.0
5,1954,1954,3.0,3.0,1268.0,1268,1268,1,3.0,7,4.0,3.0,1.0,244.0,132000.0
5,1959,2006,3.0,3.0,1063.0,1287,1287,1,4.0,7,4.0,3.0,2.0,576.0,162000.0
6,2000,2000,3.0,4.0,953.0,953,1664,2,3.0,7,3.0,2.0,2.0,460.0,172400.0
4,1959,1959,3.0,0.0,0.0,1120,1588,2,3.0,7,4.0,3.0,2.0,680.0,134432.0
6,1984,1984,3.0,4.0,744.0,752,752,1,3.0,4,0.0,1.0,1.0,264.0,125000.0
5,1953,1953,3.0,3.0,608.0,1319,1319,1,3.0,5,0.0,1.0,1.0,270.0,123000.0
7,2003,2004,4.0,4.0,847.0,847,1928,2,4.0,8,4.0,3.0,2.0,434.0,219500.0
1,1922,1950,2.0,2.0,683.0,904,904,0,2.0,4,0.0,0.0,0.0,0.0,61000.0
5,1996,1996,4.0,4.0,870.0,914,914,1,3.0,5,0.0,1.0,2.0,576.0,148000.0
8,2004,2005,4.0,4.0,1580.0,1580,2466,3,4.0,8,4.0,2.0,2.0,610.0,340000.0
9,2010,2010,4.0,5.0,1856.0,1856,1856,1,5.0,8,5.0,3.0,3.0,834.0,394432.0
6,2000,2000,3.0,4.0,982.0,1007,1800,2,3.0,7,3.0,3.0,2.0,463.0,179000.0
5,1924,1950,3.0,3.0,1026.0,1026,1691,2,4.0,6,4.0,1.0,1.0,308.0,127000.0
7,2006,2006,4.0,4.0,1293.0,1301,1301,2,4.0,5,4.0,2.0,2.0,572.0,187750.0
7,2006,2006,4.0,4.0,939.0,939,1797,2,4.0,8,0.0,2.0,2.0,639.0,213500.0
6,1928,1950,3.0,2.0,784.0,784,784,1,3.0,5,0.0,1.0,2.0,360.0,76000.0
6,1992,1992,4.0,4.0,1580.0,1079,1953,2,4.0,9,2.0,3.0,2.0,501.0,240000.0
8,2004,2005,4.0,4.0,1256.0,1269,1269,2,4.0,6,3.0,3.0,2.0,430.0,192000.0
5,1910,1996,3.0,3.0,658.0,658,1184,1,3.0,8,0.0,0.0,0.0,0.0,81000.0
6,1976,1976,3.0,3.0,1041.0,1125,1125,1,3.0,6,2.0,1.0,1.0,352.0,125000.0
7,1999,2000,4.0,4.0,1468.0,1479,1479,2,4.0,6,0.0,2.0,2.0,577.0,191000.0
10,2007,2008,5.0,5.0,1682.0,1742,2332,2,5.0,9,5.0,3.0,3.0,846.0,426000.0
5,1900,1950,3.0,3.0,861.0,961,1367,1,3.0,7,0.0,1.0,1.0,384.0,119000.0
6,2001,2002,3.0,5.0,804.0,804,1961,2,4.0,7,3.0,3.0,2.0,560.0,215000.0
5,1959,1959,3.0,0.0,0.0,882,882,1,3.0,5,0.0,2.0,1.0,294.0,106500.0
4,1941,1950,3.0,3.0,788.0,788,788,1,3.0,4,3.0,0.0,0.0,0.0,100000.0
5,1940,1950,3.0,3.0,735.0,735,1034,1,3.0,5,0.0,1.0,1.0,240.0,109000.0
5,1956,1956,3.0,3.0,1144.0,1144,1144,1,3.0,6,0.0,1.0,1.0,596.0,129000.0
5,1972,1972,3.0,3.0,894.0,894,894,1,3.0,6,0.0,2.0,2.0,600.0,123000.0
5,1962,1962,3.0,3.0,864.0,876,1812,2,3.0,8,3.0,2.0,1.0,264.0,169500.0
5,1920,1950,3.0,2.0,961.0,1077,1077,1,3.0,6,0.0,1.0,1.0,338.0,67000.0
7,2006,2007,4.0,4.0,1092.0,1112,1550,2,4.0,7,0.0,3.0,2.0,438.0,241000.0
8,1996,1996,4.0,4.0,1260.0,1288,1288,1,5.0,4,4.0,3.0,2.0,500.0,245500.0
7,2005,2005,4.0,4.0,1310.0,1310,1310,2,4.0,6,4.0,3.0,2.0,400.0,164990.0
5,1940,1997,3.0,3.0,672.0,672,672,1,3.0,4,0.0,1.0,1.0,240.0,108000.0
8,1998,1998,4.0,4.0,1141.0,1165,2263,2,4.0,10,3.0,3.0,2.0,420.0,258000.0
6,1995,1996,3.0,4.0,806.0,806,1572,2,3.0,7,3.0,3.0,2.0,373.0,168000.0
4,1976,1993,3.0,3.0,1281.0,1620,1620,2,3.0,8,3.0,1.0,2.0,490.0,150000.0
6,1936,1950,3.0,3.0,1064.0,1166,1639,1,3.0,6,0.0,1.0,1.0,240.0,115000.0
6,1915,1976,3.0,4.0,840.0,840,1680,2,3.0,8,0.0,1.0,1.0,308.0,177000.0
7,2006,2006,4.0,5.0,1063.0,1071,2172,2,4.0,9,4.0,2.0,3.0,947.0,280000.0
8,2007,2008,4.0,5.0,1034.0,1050,2078,2,5.0,8,4.0,3.0,3.0,836.0,339750.0
5,1958,1958,3.0,3.0,1276.0,1276,1276,1,3.0,5,0.0,1.0,1.0,350.0,60000.0
5,1955,1955,3.0,3.0,1056.0,1056,1056,1,3.0,5,0.0,3.0,2.0,572.0,145000.0
7,2009,2009,5.0,5.0,1470.0,1478,1478,2,4.0,7,4.0,3.0,2.0,484.0,222000.0
5,1927,1950,3.0,3.0,1008.0,1028,1028,1,3.0,5,4.0,1.0,2.0,360.0,115000.0
7,1993,1993,4.0,4.0,1080.0,1080,2097,2,4.0,9,3.0,1.0,3.0,678.0,228000.0
7,2007,2007,4.0,4.0,1340.0,1340,1340,2,4.0,6,0.0,3.0,2.0,396.0,181134.0
6,1978,1978,3.0,3.0,672.0,672,1400,1,3.0,6,3.0,3.0,2.0,440.0,149500.0
6,1918,1950,3.0,4.0,1370.0,1370,2624,2,3.0,10,4.0,1.0,3.0,864.0,239000.0
5,1940,1950,3.0,3.0,756.0,756,1134,1,3.0,7,0.0,1.0,1.0,240.0,126000.0
5,1968,1968,3.0,3.0,1056.0,1056,1056,1,3.0,6,2.0,1.0,1.0,304.0,142000.0
7,1997,1998,3.0,4.0,1344.0,1344,1344,2,3.0,8,0.0,3.0,4.0,784.0,206300.0
6,1977,2000,4.0,4.0,1602.0,1602,1602,2,4.0,8,3.0,3.0,2.0,529.0,215000.0
5,1954,1954,3.0,3.0,988.0,988,988,1,3.0,4,0.0,2.0,2.0,520.0,113000.0
8,1998,1998,4.0,4.0,1470.0,1470,2630,2,4.0,8,3.0,3.0,3.0,696.0,315000.0
6,1956,1956,3.0,4.0,1196.0,1196,1196,1,3.0,6,4.0,2.0,1.0,297.0,139000.0
7,1946,1992,3.0,3.0,651.0,707,1389,1,3.0,6,4.0,1.0,1.0,240.0,135000.0
7,1989,1989,4.0,4.0,1518.0,1644,1644,2,4.0,5,3.0,3.0,2.0,569.0,275000.0
4,1957,1957,3.0,3.0,907.0,907,907,1,3.0,5,0.0,1.0,1.0,352.0,109008.0
7,2007,2007,4.0,4.0,1208.0,1208,1208,2,4.0,6,0.0,2.0,2.0,628.0,195400.0
6,1988,1988,3.0,4.0,1392.0,1412,1412,2,4.0,6,3.0,1.0,2.0,576.0,175000.0
6,1971,1971,3.0,3.0,483.0,483,987,1,3.0,4,0.0,1.0,1.0,264.0,85400.0
6,1920,1998,3.0,3.0,901.0,1088,1198,1,3.0,7,0.0,0.0,0.0,0.0,79900.0
5,1971,1971,3.0,3.0,765.0,765,1365,1,3.0,6,0.0,1.0,2.0,440.0,122500.0
6,1997,1998,3.0,4.0,926.0,926,1604,2,3.0,7,3.0,3.0,2.0,470.0,181000.0
4,1972,1972,3.0,4.0,630.0,630,630,1,3.0,3,0.0,0.0,0.0,0.0,81000.0
7,1996,1996,4.0,4.0,799.0,827,1661,2,4.0,6,3.0,2.0,2.0,550.0,212000.0
6,1920,1950,3.0,2.0,648.0,734,1118,1,3.0,6,0.0,1.0,2.0,440.0,116000.0
6,1926,2004,4.0,3.0,884.0,904,904,1,3.0,4,0.0,1.0,1.0,180.0,119000.0
5,1913,2002,3.0,3.0,440.0,694,694,1,4.0,4,4.0,1.0,1.0,352.0,90350.0
6,1920,2000,3.0,3.0,684.0,684,1196,1,4.0,7,0.0,1.0,2.0,528.0,110000.0
10,2008,2008,5.0,5.0,3094.0,2402,2402,2,5.0,10,4.0,3.0,3.0,672.0,555000.0
4,1955,1955,3.0,3.0,1440.0,1440,1440,2,2.0,8,0.0,0.0,0.0,0.0,118000.0
5,1930,1992,3.0,3.0,1078.0,1128,1573,2,3.0,8,4.0,1.0,2.0,360.0,162900.0
7,2006,2007,4.0,5.0,1258.0,1258,1258,2,4.0,6,4.0,3.0,3.0,648.0,172500.0
7,1994,1995,4.0,4.0,915.0,933,1908,2,4.0,8,3.0,1.0,2.0,493.0,210000.0
6,1956,1956,3.0,3.0,1436.0,1689,1689,1,3.0,7,4.0,1.0,2.0,480.0,127500.0
6,1966,2002,4.0,3.0,1517.0,1888,1888,2,4.0,6,4.0,3.0,2.0,578.0,190000.0
7,1998,1999,4.0,4.0,930.0,956,1886,2,4.0,10,3.0,3.0,2.0,431.0,199900.0
6,1937,1950,3.0,3.0,780.0,780,1376,2,3.0,7,4.0,1.0,1.0,198.0,119500.0
3,1948,2002,3.0,3.0,649.0,679,1183,1,3.0,6,0.0,1.0,1.0,308.0,120000.0
6,1930,2005,3.0,3.0,813.0,813,813,1,4.0,5,0.0,1.0,1.0,270.0,110000.0
7,1975,1975,3.0,4.0,1533.0,1533,1533,2,4.0,5,3.0,1.0,2.0,576.0,280000.0
6,1996,1997,4.0,5.0,872.0,888,1756,2,3.0,7,0.0,3.0,2.0,422.0,204000.0
8,2008,2008,4.0,4.0,768.0,786,1590,2,4.0,6,0.0,2.0,2.0,676.0,210000.0
5,1976,1976,3.0,3.0,1728.0,1728,1728,2,3.0,8,0.0,1.0,2.0,560.0,188000.0
7,1973,1973,3.0,3.0,1242.0,1242,1242,1,3.0,6,3.0,1.0,2.0,528.0,175500.0
5,1916,1950,3.0,3.0,624.0,624,1344,1,3.0,7,0.0,1.0,3.0,513.0,98000.0
4,1954,1994,3.0,4.0,1364.0,1663,1663,1,4.0,6,4.0,3.0,2.0,529.0,256000.0
8,1925,1996,3.0,3.0,588.0,833,1666,1,4.0,7,4.0,1.0,1.0,228.0,161000.0
5,1950,1950,3.0,3.0,709.0,979,1203,1,4.0,5,3.0,1.0,1.0,352.0,110000.0
8,2009,2009,4.0,4.0,832.0,832,1935,2,3.0,8,0.0,3.0,2.0,552.0,263435.0
7,1936,2007,4.0,4.0,560.0,575,1135,1,4.0,6,0.0,2.0,2.0,576.0,155000.0
5,1965,1965,3.0,3.0,864.0,864,864,1,3.0,5,1.0,1.0,1.0,360.0,62383.0
6,1934,1995,3.0,3.0,715.0,849,1660,1,3.0,6,4.0,1.0,1.0,240.0,188700.0
5,1978,1978,3.0,4.0,1040.0,1040,1040,2,3.0,5,0.0,0.0,0.0,0.0,124000.0
7,2004,2004,4.0,4.0,1375.0,1414,1414,2,4.0,6,3.0,3.0,2.0,398.0,178740.0
7,1970,1970,3.0,3.0,1277.0,1277,1277,1,3.0,5,1.0,1.0,2.0,526.0,167000.0
5,1942,1995,3.0,3.0,728.0,888,1644,1,4.0,7,4.0,1.0,1.0,312.0,146500.0
8,2006,2006,4.0,4.0,1626.0,1634,1634,2,4.0,7,4.0,2.0,3.0,866.0,250000.0
6,1993,1993,4.0,4.0,832.0,832,1710,2,4.0,7,0.0,2.0,2.0,506.0,187000.0
8,1985,1985,4.0,4.0,1488.0,1502,1502,1,4.0,4,0.0,2.0,2.0,528.0,212000.0
7,1977,1977,3.0,4.0,808.0,1161,1969,2,3.0,8,4.0,2.0,2.0,534.0,190000.0
6,2005,2005,3.0,4.0,547.0,1072,1072,1,3.0,5,0.0,2.0,2.0,525.0,148000.0
8,2006,2007,4.0,5.0,1976.0,1976,1976,2,4.0,7,5.0,2.0,3.0,908.0,440000.0
8,2000,2000,4.0,4.0,1494.0,1652,1652,2,5.0,6,0.0,2.0,2.0,499.0,251000.0
5,1963,1963,3.0,3.0,970.0,970,970,1,3.0,5,0.0,1.0,2.0,624.0,132500.0
6,1997,1998,3.0,4.0,1478.0,1493,1493,2,4.0,7,3.0,3.0,2.0,508.0,208900.0
9,2006,2006,5.0,4.0,2153.0,2069,2643,2,5.0,9,4.0,3.0,3.0,694.0,380000.0
8,2007,2008,4.0,5.0,1705.0,1718,1718,2,4.0,7,4.0,2.0,3.0,826.0,297000.0
4,1937,2000,3.0,2.0,907.0,1131,1131,1,3.0,7,0.0,1.0,2.0,672.0,89471.0
9,2004,2005,4.0,5.0,1833.0,1850,1850,2,4.0,8,4.0,3.0,3.0,772.0,326000.0
9,2003,2004,4.0,5.0,1792.0,1792,1792,2,5.0,6,4.0,3.0,3.0,874.0,374000.0
7,1915,2005,4.0,3.0,910.0,916,1826,1,5.0,7,4.0,1.0,1.0,164.0,155000.0
6,1998,1998,3.0,5.0,1216.0,1216,1216,2,3.0,5,0.0,1.0,2.0,402.0,164000.0
5,1962,2001,3.0,3.0,999.0,999,999,1,4.0,6,0.0,1.0,1.0,264.0,132500.0
5,1950,2007,4.0,3.0,1113.0,1113,1113,1,4.0,5,4.0,1.0,1.0,264.0,147000.0
5,1965,1965,3.0,3.0,1073.0,1073,1073,1,3.0,6,0.0,2.0,2.0,515.0,156000.0
5,1971,1971,3.0,4.0,1484.0,1484,1484,2,3.0,7,3.0,1.0,2.0,487.0,175000.0
5,1900,1970,3.0,3.0,954.0,1766,2414,2,3.0,10,4.0,1.0,2.0,520.0,160000.0
4,1970,2002,3.0,4.0,630.0,630,630,1,4.0,3,0.0,1.0,1.0,286.0,86000.0
5,1976,1976,3.0,4.0,264.0,616,1304,1,3.0,4,4.0,3.0,1.0,336.0,115000.0
6,1941,1950,3.0,3.0,806.0,958,1578,1,2.0,5,3.0,1.0,1.0,240.0,133000.0
6,2006,2006,4.0,4.0,728.0,728,1456,2,3.0,8,0.0,2.0,2.0,429.0,172785.0
5,1960,1960,3.0,3.0,1269.0,1269,1269,1,3.0,6,2.0,1.0,1.0,308.0,155000.0
5,1938,1996,3.0,2.0,190.0,886,886,1,3.0,4,0.0,1.0,1.0,273.0,91300.0
4,1920,1950,3.0,3.0,720.0,720,720,1,3.0,4,0.0,0.0,0.0,0.0,34900.0
8,1992,1993,4.0,4.0,3200.0,3228,3228,3,4.0,10,4.0,2.0,2.0,546.0,430000.0
7,1925,1950,3.0,3.0,1026.0,1133,1820,2,3.0,8,0.0,1.0,1.0,240.0,184000.0
5,1967,2004,3.0,3.0,864.0,899,899,1,4.0,5,0.0,3.0,1.0,288.0,130000.0
5,1958,1985,3.0,3.0,912.0,912,912,1,3.0,5,0.0,3.0,1.0,297.0,120000.0
6,1973,1973,3.0,3.0,672.0,672,1218,1,3.0,7,0.0,1.0,1.0,264.0,113000.0
7,2005,2005,4.0,4.0,866.0,866,1768,2,4.0,7,0.0,2.0,2.0,603.0,226700.0
