SalePrice,Id,YrSold,MoSold,LotShape,BsmtFinType1,BsmtExposure,BsmtFullBath,WoodDeckSF,FireplaceQu,Neighborhood_CollgCr,HalfBath,MasVnrType_BrkFace,Fireplaces,LotConfig_Corner,LotConfig_Inside,BsmtUnfSF,GarageFinish,OpenPorchSF,MasVnrType_None,RoofStyle_Hip
290000.0,227,2007,6,2.0,6.0,1.0,0.0,224,3.0,0,1,1,1,0,1,638.0,2.0,114,0,0
106000.0,228,2008,9,1.0,3.0,1.0,0.0,0,0.0,0,1,1,0,0,1,162.0,1.0,0,0,0
125000.0,229,2010,5,1.0,5.0,1.0,0.0,0,2.0,0,0,0,1,0,0,70.0,1.0,0,1,0
192500.0,230,2009,5,1.0,6.0,3.0,0.0,143,3.0,0,0,1,1,0,1,1357.0,3.0,20,0,0
148000.0,231,2010,4,1.0,1.0,1.0,1.0,0,0.0,0,0,1,0,0,1,1194.0,2.0,0,0,1
403000.0,232,2009,7,2.0,6.0,1.0,1.0,0,3.0,0,1,1,1,0,1,773.0,3.0,146,0,0
94500.0,233,2006,6,1.0,1.0,1.0,0.0,0,1.0,0,1,1,1,0,1,483.0,1.0,0,0,0
128200.0,234,2010,2,1.0,2.0,3.0,1.0,365,0.0,1,0,0,0,1,0,0.0,1.0,0,1,0
216500.0,235,2010,5,1.0,6.0,1.0,1.0,288,3.0,0,1,0,2,0,1,235.0,3.0,48,1,0
89500.0,236,2008,8,1.0,5.0,1.0,0.0,0,0.0,0,1,1,0,0,1,125.0,1.0,0,0,0
185500.0,237,2010,5,1.0,6.0,3.0,0.0,132,0.0,1,0,1,0,0,0,1390.0,2.0,105,0,0
194500.0,238,2010,2,2.0,4.0,1.0,0.0,370,0.0,0,1,0,0,0,0,594.0,2.0,70,1,0
318000.0,239,2007,12,1.0,1.0,1.0,0.0,168,0.0,0,0,1,0,0,1,1694.0,3.0,228,0,1
113000.0,240,2010,4,1.0,2.0,1.0,0.0,0,4.0,0,1,0,1,0,1,641.0,1.0,140,1,0
262500.0,241,2010,4,1.0,6.0,3.0,1.0,144,0.0,0,0,0,0,0,1,488.0,2.0,168,0,0
110500.0,242,2007,8,1.0,5.0,1.0,0.0,58,0.0,0,0,0,0,0,1,357.0,0.0,42,1,0
79000.0,243,2006,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,540.0,1.0,0,1,0
120000.0,244,2009,4,1.0,1.0,1.0,0.0,0,3.0,0,1,0,1,1,0,626.0,2.0,28,1,0
205000.0,245,2010,5,2.0,6.0,1.0,1.0,0,2.0,0,1,0,2,0,1,253.0,2.0,130,1,0
241500.0,246,2006,6,1.0,6.0,3.0,0.0,197,3.0,0,0,1,1,0,1,916.0,3.0,39,0,0
137000.0,247,2006,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,1020.0,1.0,60,1,0
140000.0,248,2006,6,1.0,1.0,1.0,0.0,0,3.0,0,0,0,1,0,1,1367.0,1.0,30,1,1
180000.0,249,2007,9,1.0,1.0,1.0,0.0,144,0.0,1,1,1,0,0,1,840.0,2.0,68,0,0
277000.0,250,2007,6,3.0,3.0,4.0,0.0,0,3.0,0,0,0,2,0,0,747.0,3.0,98,0,0
76500.0,251,2010,5,2.0,1.0,1.0,0.0,263,0.0,0,0,0,0,0,1,728.0,0.0,0,1,0
235000.0,252,2007,12,2.0,6.0,4.0,1.0,123,4.0,0,0,0,1,0,1,0.0,3.0,0,0,1
173000.0,253,2008,12,2.0,1.0,1.0,0.0,138,0.0,0,1,0,0,0,1,798.0,2.0,45,1,0
158000.0,254,2007,10,1.0,2.0,4.0,0.0,333,0.0,0,0,1,0,0,1,452.0,2.0,0,0,1
145000.0,255,2010,6,1.0,3.0,1.0,1.0,250,0.0,0,0,0,0,0,1,392.0,2.0,0,1,0
230000.0,256,2006,2,2.0,1.0,1.0,0.0,192,3.0,0,1,1,1,0,1,975.0,3.0,0,0,0
207500.0,257,2008,5,2.0,3.0,1.0,0.0,216,0.0,0,1,0,0,0,1,361.0,2.0,56,1,0
220000.0,258,2009,3,1.0,6.0,1.0,1.0,123,4.0,1,1,0,1,0,1,270.0,2.0,110,0,0
231500.0,259,2008,5,1.0,6.0,1.0,0.0,0,3.0,1,1,1,1,0,1,602.0,2.0,96,0,0
97000.0,260,2008,12,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,45,1,0
176000.0,261,2009,5,1.0,3.0,4.0,1.0,0,3.0,0,0,1,1,1,0,0.0,1.0,0,0,0
276000.0,262,2007,11,2.0,1.0,1.0,0.0,0,4.0,1,1,0,1,0,1,1482.0,3.0,148,0,0
151000.0,263,2006,7,2.0,5.0,3.0,1.0,292,3.0,0,0,1,1,1,0,0.0,1.0,12,0,0
130000.0,264,2010,4,1.0,2.0,1.0,1.0,0,0.0,0,0,0,0,1,0,0.0,1.0,0,1,0
73000.0,265,2008,6,4.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,680.0,1.0,0,1,0
175500.0,266,2008,6,2.0,6.0,1.0,0.0,276,3.0,0,0,1,1,0,1,606.0,3.0,0,0,0
185000.0,267,2006,6,2.0,6.0,3.0,1.0,95,3.0,0,1,0,1,0,0,88.0,3.0,75,1,0
179500.0,268,2008,7,1.0,2.0,1.0,0.0,262,4.0,0,1,0,1,0,1,342.0,1.0,24,1,0
120500.0,269,2008,2,1.0,5.0,1.0,0.0,0,4.0,0,0,0,1,0,1,212.0,3.0,25,1,0
148000.0,270,2007,5,2.0,4.0,1.0,1.0,370,2.0,0,1,1,1,1,0,392.0,2.0,30,0,1
266000.0,271,2006,8,1.0,1.0,2.0,0.0,192,4.0,0,1,0,1,0,1,1095.0,2.0,51,1,0
241500.0,272,2008,4,2.0,2.0,4.0,1.0,81,3.0,0,0,0,2,0,0,96.0,1.0,0,1,0
290000.0,273,2010,4,2.0,6.0,1.0,0.0,132,4.0,0,1,1,1,0,0,628.0,3.0,57,0,0
139000.0,274,2009,4,1.0,3.0,1.0,1.0,289,4.0,0,0,0,1,0,1,0.0,2.0,0,0,1
124500.0,275,2007,6,1.0,5.0,4.0,0.0,168,0.0,0,0,0,0,1,0,270.0,1.0,0,1,0
205000.0,276,2009,10,1.0,1.0,1.0,0.0,74,0.0,0,1,0,0,0,1,952.0,1.0,0,1,0
201000.0,277,2010,4,2.0,1.0,1.0,0.0,100,0.0,0,0,0,0,0,1,1560.0,3.0,150,1,0
141000.0,278,2010,6,1.0,2.0,1.0,0.0,0,0.0,0,0,0,0,1,0,744.0,1.0,0,1,0
415298.0,279,2007,5,1.0,1.0,4.0,0.0,124,5.0,0,1,1,1,0,1,2121.0,3.0,98,0,0
192000.0,280,2008,3,1.0,4.0,1.0,0.0,288,3.0,0,1,1,1,0,1,768.0,3.0,117,0,1
228500.0,281,2007,1,1.0,6.0,3.0,0.0,0,3.0,0,1,1,1,0,1,386.0,3.0,84,0,0
185000.0,282,2006,5,1.0,6.0,1.0,0.0,0,0.0,0,0,0,0,0,1,357.0,3.0,120,0,0
207500.0,283,2009,4,1.0,6.0,1.0,1.0,172,4.0,0,0,0,1,0,1,410.0,2.0,62,0,0
244600.0,284,2009,12,1.0,1.0,1.0,0.0,210,4.0,0,0,0,1,0,1,1468.0,3.0,150,0,0
179200.0,285,2007,7,1.0,6.0,1.0,1.0,0,0.0,0,0,0,0,0,1,1145.0,2.0,0,1,0
164700.0,286,2007,6,2.0,1.0,1.0,0.0,0,0.0,0,1,0,0,0,1,625.0,2.0,54,1,0
159000.0,287,2006,6,2.0,3.0,1.0,0.0,0,4.0,0,1,0,1,0,1,312.0,2.0,0,1,0
88000.0,288,2006,6,2.0,4.0,1.0,0.0,0,0.0,0,0,0,0,1,0,244.0,0.0,0,1,0
122000.0,289,2010,2,2.0,4.0,1.0,0.0,0,0.0,0,0,1,0,0,1,432.0,1.0,0,0,0
153575.0,290,2007,7,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,698.0,1.0,0,1,0
233230.0,291,2006,7,1.0,1.0,3.0,0.0,0,4.0,1,1,0,1,0,1,1079.0,2.0,51,1,0
135900.0,292,2008,3,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,570.0,0.0,184,1,0
131000.0,293,2009,1,1.0,2.0,1.0,0.0,0,4.0,0,1,0,1,0,1,476.0,1.0,0,1,0
235000.0,294,2006,3,2.0,5.0,1.0,1.0,0,3.0,0,1,1,1,1,0,0.0,3.0,250,0,0
167000.0,295,2009,10,1.0,6.0,1.0,1.0,110,4.0,0,0,0,2,0,1,131.0,3.0,0,0,1
142500.0,296,2006,3,2.0,6.0,3.0,1.0,120,0.0,0,0,0,0,0,0,184.0,1.0,0,1,0
152000.0,297,2007,6,1.0,4.0,1.0,0.0,289,0.0,0,1,0,0,0,1,490.0,1.0,0,1,0
239000.0,298,2007,6,2.0,4.0,1.0,0.0,0,3.0,0,1,1,1,0,1,326.0,2.0,10,0,1
175000.0,299,2007,6,1.0,5.0,1.0,0.0,224,4.0,0,2,1,1,0,1,143.0,1.0,0,0,0
158500.0,300,2009,8,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,0,1,1092.0,1.0,36,1,0
157000.0,301,2006,6,1.0,4.0,2.0,1.0,0,4.0,0,0,1,2,1,0,324.0,1.0,0,0,1
267000.0,302,2007,5,4.0,6.0,1.0,0.0,208,3.0,1,1,0,1,0,1,747.0,3.0,50,1,0
205000.0,303,2006,1,2.0,1.0,1.0,0.0,468,3.0,1,0,1,1,1,0,1541.0,2.0,81,0,0
149900.0,304,2006,7,1.0,5.0,1.0,1.0,256,0.0,1,0,0,0,1,0,0.0,1.0,0,1,0
295000.0,305,2008,5,1.0,1.0,1.0,0.0,302,5.0,0,0,0,1,0,1,1470.0,1.0,0,1,0
305900.0,306,2007,7,1.0,6.0,1.0,1.0,168,0.0,1,0,0,0,0,1,536.0,3.0,0,0,0
225000.0,307,2007,6,1.0,5.0,1.0,1.0,127,3.0,0,1,1,1,0,1,0.0,2.0,44,0,0
89500.0,308,2008,3,2.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,319.0,0.0,144,1,0
82500.0,309,2009,3,2.0,4.0,1.0,0.0,158,0.0,0,0,0,0,0,1,599.0,1.0,0,1,0
360000.0,310,2006,11,2.0,6.0,4.0,1.0,208,5.0,0,0,0,3,0,1,622.0,3.0,175,1,0
165600.0,311,2006,5,2.0,5.0,1.0,0.0,190,3.0,0,1,1,1,0,1,179.0,3.0,63,0,0
132000.0,312,2009,5,1.0,5.0,1.0,1.0,0,4.0,0,0,0,1,0,1,292.0,1.0,0,1,0
119900.0,313,2006,5,1.0,3.0,2.0,1.0,0,4.0,0,0,0,1,0,1,286.0,1.0,0,1,0
375000.0,314,2009,6,4.0,5.0,4.0,2.0,0,4.0,0,0,0,2,0,1,80.0,2.0,0,1,1
178000.0,315,2006,8,1.0,2.0,1.0,0.0,0,4.0,0,1,0,1,0,1,712.0,1.0,0,1,0
188500.0,316,2009,7,2.0,6.0,1.0,1.0,100,4.0,0,1,0,1,0,1,291.0,3.0,51,1,0
260000.0,317,2009,8,2.0,6.0,1.0,1.0,288,3.0,0,1,1,1,1,0,153.0,2.0,195,0,0
270000.0,318,2007,12,1.0,1.0,3.0,0.0,208,4.0,0,1,0,1,0,1,1088.0,2.0,46,1,0
260000.0,319,2009,4,1.0,6.0,4.0,1.0,340,3.0,0,1,1,1,0,1,360.0,2.0,60,0,0
187500.0,320,2009,6,1.0,6.0,3.0,1.0,233,3.0,0,0,1,2,0,1,336.0,1.0,48,0,0
342643.0,321,2006,9,1.0,1.0,3.0,0.0,240,0.0,0,1,0,0,1,0,1249.0,2.0,154,0,0
354000.0,322,2007,6,2.0,6.0,3.0,1.0,184,4.0,0,1,1,1,0,1,166.0,3.0,154,0,0
301000.0,323,2007,8,2.0,2.0,4.0,1.0,201,3.0,0,1,1,1,0,1,0.0,3.0,96,0,0
126175.0,324,2006,7,1.0,5.0,1.0,1.0,142,0.0,0,0,0,0,0,1,906.0,1.0,98,1,0
242000.0,325,2010,6,1.0,1.0,1.0,0.0,240,4.0,0,1,1,1,1,0,710.0,3.0,0,0,0
87000.0,326,2007,12,1.0,4.0,3.0,0.0,0,0.0,0,0,0,0,0,1,604.0,1.0,0,1,0
324000.0,327,2008,5,2.0,6.0,4.0,2.0,122,4.0,0,1,0,2,0,0,100.0,3.0,30,1,0
145250.0,328,2006,4,1.0,3.0,1.0,0.0,0,0.0,0,1,1,0,0,1,818.0,2.0,45,0,1
214500.0,329,2009,7,2.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,844.0,1.0,60,1,0
78000.0,330,2009,7,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,1,0,596.0,1.0,0,1,0
119000.0,331,2007,11,2.0,6.0,1.0,0.0,155,0.0,0,0,1,0,0,1,1424.0,1.0,0,0,0
139000.0,332,2007,8,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,210.0,2.0,0,1,0
284000.0,333,2009,10,2.0,6.0,1.0,1.0,0,4.0,0,0,1,1,0,1,1603.0,2.0,0,0,0
207000.0,334,2008,7,1.0,6.0,3.0,1.0,192,4.0,0,0,0,1,0,0,638.0,2.0,30,0,0
192000.0,335,2008,7,2.0,6.0,4.0,1.0,100,3.0,0,1,0,2,0,1,115.0,3.0,38,1,0
228950.0,336,2008,8,2.0,5.0,4.0,2.0,670,4.0,0,0,0,2,1,0,103.0,3.0,0,1,0
377426.0,337,2007,7,2.0,6.0,4.0,1.0,178,4.0,0,0,0,1,1,0,673.0,3.0,51,0,1
214000.0,338,2008,12,1.0,6.0,3.0,1.0,192,0.0,1,0,1,0,0,1,726.0,2.0,74,0,0
202500.0,339,2006,5,1.0,5.0,2.0,1.0,108,0.0,0,0,0,0,1,0,995.0,2.0,45,1,0
155000.0,340,2009,6,2.0,3.0,1.0,0.0,0,0.0,0,0,1,0,0,1,630.0,1.0,0,0,1
202900.0,341,2010,4,1.0,1.0,1.0,0.0,135,0.0,0,1,0,0,0,1,967.0,3.0,0,1,0
82000.0,342,2009,9,1.0,1.0,1.0,0.0,250,0.0,0,0,0,0,0,1,721.0,1.0,0,1,0
87500.0,343,2006,5,1.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,1,0.0,1.0,0,0,0
266000.0,344,2008,7,2.0,6.0,1.0,0.0,495,5.0,0,0,1,1,0,1,1656.0,2.0,72,0,1
85000.0,345,2010,4,1.0,3.0,1.0,0.0,182,0.0,0,1,0,0,0,1,175.0,1.0,0,1,0
140200.0,346,2006,10,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,0,1,972.0,1.0,0,1,0
151500.0,347,2007,4,2.0,4.0,2.0,0.0,0,0.0,0,0,0,0,0,0,460.0,2.0,0,1,1
157500.0,348,2009,12,2.0,4.0,1.0,1.0,0,4.0,0,0,1,2,0,1,208.0,1.0,40,0,0
154000.0,349,2008,10,1.0,6.0,1.0,1.0,0,0.0,0,1,0,0,0,1,191.0,2.0,27,0,0
437154.0,350,2006,4,3.0,6.0,1.0,1.0,0,5.0,0,1,1,2,0,1,438.0,3.0,0,0,1
318061.0,351,2007,12,2.0,1.0,1.0,0.0,210,4.0,0,0,1,1,0,1,1869.0,2.0,54,0,1
190000.0,352,2006,12,2.0,6.0,4.0,1.0,0,3.0,0,1,0,1,0,1,371.0,2.0,80,1,0
95000.0,353,2008,3,1.0,2.0,2.0,0.0,48,0.0,0,0,0,0,0,1,0.0,1.0,0,1,0
105900.0,354,2010,5,1.0,1.0,1.0,0.0,106,0.0,0,0,0,0,0,1,624.0,1.0,0,1,0
140000.0,355,2006,6,1.0,2.0,1.0,0.0,0,4.0,0,0,0,2,0,1,552.0,1.0,0,1,0
177500.0,356,2007,8,3.0,5.0,1.0,1.0,0,0.0,1,0,0,0,0,1,322.0,2.0,26,1,0
173000.0,357,2009,7,2.0,6.0,1.0,1.0,120,0.0,0,0,1,0,0,1,598.0,2.0,26,0,0
134000.0,358,2007,8,1.0,5.0,1.0,1.0,536,1.0,0,1,0,1,0,1,268.0,3.0,90,1,0
130000.0,359,2006,7,2.0,4.0,3.0,0.0,168,0.0,0,0,1,0,0,1,468.0,1.0,0,0,1
280000.0,360,2006,6,2.0,6.0,3.0,1.0,208,3.0,0,1,1,1,0,0,130.0,2.0,75,0,0
156000.0,361,2007,6,2.0,6.0,3.0,1.0,0,3.0,0,0,0,1,0,0,115.0,2.0,0,1,0
145000.0,362,2008,7,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,484.0,1.0,0,1,0
198500.0,363,2009,7,1.0,0.0,0.0,0.0,0,5.0,0,0,1,1,1,0,0.0,2.0,0,0,0
118000.0,364,2009,5,1.0,5.0,1.0,0.0,250,0.0,0,1,1,0,0,1,321.0,1.0,0,0,0
190000.0,365,2006,7,2.0,6.0,2.0,1.0,306,3.0,0,1,1,1,0,0,84.0,3.0,111,0,0
147000.0,366,2009,7,1.0,3.0,1.0,0.0,0,0.0,0,0,0,0,0,1,216.0,1.0,128,1,1
159000.0,367,2009,7,2.0,4.0,1.0,1.0,0,4.0,0,1,1,2,0,1,785.0,2.0,76,0,0
165000.0,368,2008,12,2.0,6.0,4.0,0.0,64,4.0,0,0,1,1,1,0,728.0,2.0,110,0,0
132000.0,369,2010,3,1.0,2.0,1.0,0.0,0,4.0,0,0,1,1,0,1,728.0,3.0,98,0,0
162000.0,370,2010,3,2.0,5.0,1.0,1.0,364,4.0,0,0,0,1,1,0,733.0,3.0,17,1,0
172400.0,371,2006,1,2.0,1.0,1.0,0.0,100,3.0,0,1,0,1,0,1,953.0,2.0,40,1,0
134432.0,372,2008,7,1.0,0.0,0.0,0.0,0,4.0,0,0,0,1,0,1,0.0,3.0,59,1,0
125000.0,373,2010,2,1.0,5.0,1.0,1.0,353,0.0,0,0,0,0,0,1,0.0,1.0,0,1,0
123000.0,374,2009,11,1.0,4.0,1.0,1.0,66,0.0,0,0,0,0,0,1,0.0,1.0,0,1,0
219500.0,375,2007,7,1.0,1.0,1.0,0.0,100,4.0,1,1,0,1,0,1,847.0,3.0,48,1,0
61000.0,376,2009,3,2.0,4.0,4.0,1.0,0,0.0,0,1,0,0,0,1,333.0,0.0,0,1,0
148000.0,377,2006,7,2.0,6.0,3.0,0.0,0,0.0,1,0,0,0,0,0,572.0,1.0,0,1,0
340000.0,378,2007,12,2.0,1.0,1.0,0.0,159,4.0,0,0,0,1,1,0,1580.0,2.0,214,1,0
394432.0,379,2010,6,1.0,6.0,3.0,1.0,113,5.0,0,1,0,1,1,0,411.0,3.0,0,0,1
179000.0,380,2009,6,2.0,1.0,1.0,0.0,100,3.0,0,1,1,1,0,1,982.0,3.0,63,0,0
127000.0,381,2010,5,1.0,2.0,1.0,0.0,0,4.0,0,0,0,1,0,1,808.0,1.0,0,1,0
187750.0,382,2006,8,1.0,1.0,1.0,1.0,216,4.0,0,0,0,1,0,1,1293.0,2.0,121,1,0
213500.0,383,2007,4,2.0,1.0,3.0,0.0,144,0.0,1,1,0,0,0,1,939.0,2.0,53,1,0
76000.0,384,2009,10,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,784.0,1.0,0,1,0
240000.0,385,2007,6,3.0,6.0,3.0,1.0,216,2.0,0,1,0,2,1,0,595.0,3.0,231,1,0
192000.0,386,2010,4,1.0,6.0,1.0,0.0,146,3.0,0,0,1,1,0,1,1232.0,3.0,20,0,0
81000.0,387,2006,5,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,0,658.0,0.0,151,1,0
125000.0,388,2009,10,1.0,5.0,3.0,1.0,296,2.0,0,0,1,1,0,1,410.0,1.0,0,0,1
191000.0,389,2008,7,2.0,1.0,1.0,0.0,120,0.0,1,0,1,0,0,0,1468.0,2.0,25,0,0
426000.0,390,2008,8,1.0,6.0,3.0,1.0,196,5.0,0,1,0,1,0,1,402.0,3.0,134,0,0
119000.0,391,2008,4,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,229.0,1.0,130,1,0
215000.0,392,2009,6,2.0,5.0,1.0,1.0,125,3.0,0,1,0,1,0,0,114.0,3.0,192,1,0
106500.0,393,2007,7,2.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,2.0,0,1,0
100000.0,394,2006,4,1.0,3.0,1.0,0.0,0,3.0,0,0,0,2,1,0,522.0,0.0,0,1,0
109000.0,395,2007,7,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,735.0,1.0,39,1,0
129000.0,396,2010,6,1.0,4.0,3.0,1.0,44,0.0,0,0,0,0,0,1,405.0,1.0,0,1,0
123000.0,397,2009,9,1.0,3.0,3.0,0.0,215,0.0,1,0,0,0,0,1,117.0,2.0,0,1,1
169500.0,398,2007,7,1.0,5.0,1.0,0.0,0,3.0,0,0,1,1,0,1,324.0,2.0,168,0,0
67000.0,399,2007,11,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,961.0,1.0,0,1,0
241000.0,400,2009,10,1.0,6.0,1.0,1.0,0,0.0,0,0,0,0,0,1,280.0,3.0,168,0,0
245500.0,401,2008,12,3.0,6.0,1.0,1.0,120,4.0,0,1,0,2,0,1,474.0,3.0,30,1,0
164990.0,402,2006,7,2.0,6.0,3.0,0.0,0,4.0,1,0,0,1,0,1,1286.0,3.0,0,1,0
108000.0,403,2008,8,1.0,1.0,1.0,0.0,168,0.0,0,0,0,0,0,1,672.0,1.0,0,1,0
258000.0,404,2006,7,1.0,1.0,1.0,0.0,144,3.0,0,1,1,1,1,0,1141.0,3.0,123,0,1
168000.0,405,2007,5,2.0,1.0,1.0,0.0,0,3.0,0,1,0,1,0,1,806.0,3.0,40,1,0
150000.0,406,2009,6,2.0,4.0,1.0,1.0,120,3.0,0,0,0,1,1,0,165.0,1.0,78,1,0
115000.0,407,2008,3,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,1064.0,1.0,0,1,0
177000.0,408,2008,3,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,840.0,1.0,0,1,0
280000.0,409,2007,8,1.0,1.0,1.0,0.0,192,4.0,0,1,1,1,1,0,1063.0,2.0,62,0,0
339750.0,410,2008,4,1.0,6.0,1.0,1.0,0,4.0,0,1,0,1,0,1,245.0,3.0,102,0,0
60000.0,411,2009,6,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,1276.0,1.0,0,1,0
145000.0,412,2006,1,1.0,3.0,2.0,1.0,264,0.0,0,0,0,0,0,1,0.0,3.0,0,1,1
222000.0,413,2010,6,3.0,6.0,3.0,1.0,0,4.0,0,1,0,1,0,1,892.0,3.0,144,0,0
115000.0,414,2010,3,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,0,1,1008.0,1.0,0,1,0
228000.0,415,2008,12,3.0,4.0,1.0,0.0,196,3.0,0,1,0,1,0,0,499.0,1.0,187,1,0
181134.0,416,2007,8,2.0,6.0,3.0,0.0,100,0.0,0,0,0,0,0,1,1316.0,3.0,30,1,0
149500.0,417,2006,3,1.0,5.0,1.0,0.0,0,3.0,0,1,1,1,0,1,463.0,3.0,0,0,1
239000.0,418,2007,11,2.0,4.0,1.0,1.0,0,4.0,0,1,0,1,0,1,242.0,1.0,0,1,1
126000.0,419,2007,4,1.0,5.0,1.0,1.0,0,0.0,0,1,0,0,0,1,444.0,1.0,0,1,0
142000.0,420,2010,7,1.0,4.0,1.0,1.0,0,2.0,0,0,0,1,0,1,281.0,1.0,85,1,0
206300.0,421,2008,11,1.0,6.0,4.0,2.0,0,0.0,0,0,1,0,0,1,35.0,3.0,0,0,0
215000.0,422,2009,6,2.0,5.0,1.0,0.0,240,3.0,0,0,0,1,0,0,356.0,3.0,0,0,0
113000.0,423,2008,2,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,988.0,2.0,0,1,1
315000.0,424,2008,6,1.0,6.0,1.0,1.0,0,3.0,0,1,1,1,0,1,484.0,3.0,66,0,0
139000.0,425,2008,5,1.0,2.0,1.0,1.0,0,4.0,0,0,1,1,0,1,580.0,2.0,44,0,0
135000.0,426,2009,9,1.0,1.0,1.0,0.0,0,4.0,0,1,0,2,0,1,651.0,1.0,0,1,0
275000.0,427,2009,8,1.0,6.0,4.0,1.0,80,3.0,0,0,1,1,0,1,0.0,3.0,0,0,0
109008.0,428,2008,7,2.0,3.0,1.0,0.0,0,0.0,0,0,0,0,0,1,619.0,1.0,0,1,1
195400.0,429,2007,9,1.0,6.0,1.0,1.0,105,0.0,1,0,1,0,0,1,544.0,2.0,54,0,0
175000.0,430,2009,3,2.0,6.0,2.0,1.0,0,3.0,0,0,0,1,1,0,387.0,1.0,0,1,0
85400.0,431,2008,7,1.0,5.0,1.0,0.0,0,0.0,0,1,1,0,0,1,96.0,1.0,0,0,0
79900.0,432,2008,9,2.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,901.0,0.0,98,1,0
122500.0,433,2007,8,1.0,5.0,1.0,1.0,240,0.0,0,1,1,0,0,1,294.0,1.0,36,0,0
181000.0,434,2008,7,2.0,1.0,1.0,0.0,0,3.0,0,1,0,1,1,0,926.0,3.0,36,1,0
81000.0,435,2008,6,1.0,5.0,3.0,1.0,88,0.0,0,0,0,0,0,1,135.0,0.0,0,1,0
212000.0,436,2009,4,3.0,6.0,3.0,1.0,158,3.0,1,1,0,1,0,0,70.0,2.0,61,1,0
116000.0,437,2006,10,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,648.0,1.0,0,1,0
119000.0,438,2009,1,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,884.0,1.0,0,1,0
90350.0,439,2007,3,1.0,2.0,1.0,0.0,0,4.0,0,0,0,1,0,1,75.0,1.0,0,1,0
110000.0,440,2009,8,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,1,0,684.0,1.0,46,1,0
555000.0,441,2009,4,1.0,6.0,4.0,1.0,0,4.0,0,0,0,2,0,1,788.0,3.0,72,0,1
118000.0,442,2008,9,1.0,5.0,1.0,0.0,0,0.0,0,0,1,0,0,1,1307.0,0.0,0,0,0
162900.0,443,2008,6,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,0,1,1078.0,1.0,0,1,0
172500.0,444,2007,6,1.0,1.0,3.0,0.0,144,4.0,0,0,1,1,0,1,1258.0,3.0,16,0,0
210000.0,445,2008,7,1.0,6.0,1.0,1.0,144,3.0,1,1,0,1,0,1,273.0,1.0,133,1,0
127500.0,446,2009,11,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,1,0,1436.0,1.0,0,1,1
190000.0,447,2010,6,2.0,5.0,1.0,0.0,0,4.0,0,1,0,1,1,0,557.0,3.0,0,1,0
199900.0,448,2006,7,2.0,1.0,1.0,0.0,89,3.0,0,1,0,1,1,0,930.0,3.0,0,1,0
119500.0,449,2006,6,1.0,1.0,1.0,0.0,0,4.0,0,0,0,1,0,1,780.0,1.0,0,1,0
120000.0,450,2007,6,1.0,5.0,1.0,0.0,0,0.0,0,1,0,0,0,1,318.0,1.0,176,1,0
110000.0,451,2006,6,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,813.0,1.0,113,1,1
280000.0,452,2006,12,2.0,5.0,4.0,1.0,200,3.0,0,0,0,2,0,1,878.0,1.0,54,1,0
204000.0,453,2007,7,2.0,5.0,1.0,1.0,144,0.0,0,1,1,0,1,0,130.0,3.0,122,0,1
210000.0,454,2009,6,1.0,1.0,1.0,0.0,0,0.0,0,1,0,0,0,1,768.0,2.0,30,1,0
188000.0,455,2006,7,1.0,5.0,1.0,2.0,0,0.0,0,0,0,0,0,1,122.0,1.0,0,1,0
